id	k	g	s
12221	0.600	0.700	0.600
12222	0.600	0.700	0.700
12223	0.600	0.700	0.800
12224	0.600	0.700	0.900
12976	1.000	0.300	0.000
12977	1.000	0.300	0.100
12978	1.000	0.300	0.200
12979	1.000	0.300	0.300
12980	1.000	0.300	0.400
12981	1.000	0.300	0.500
12982	1.000	0.300	0.600
12983	1.000	0.300	0.700
12984	1.000	0.300	0.800
12985	1.000	0.300	0.900
13196	0.200	0.400	0.000
13197	0.200	0.400	0.100
13198	0.200	0.400	0.200
13199	0.200	0.400	0.300
13200	0.200	0.400	0.400
13201	0.200	0.400	0.500
13202	0.200	0.400	0.600
13203	0.200	0.400	0.700
13204	0.200	0.400	0.800
13205	0.200	0.400	0.900
13489	0.750	0.950	0.000
13490	0.750	0.950	0.100
13491	0.750	0.950	0.200
13492	0.750	0.950	0.300
13493	0.750	0.950	0.400
13494	0.750	0.950	0.500
13495	0.750	0.950	0.600
13496	0.750	0.950	0.700
13497	0.750	0.950	0.800
13498	0.750	0.950	0.900
13751	0.350	0.350	0.000
13752	0.350	0.350	0.100
13753	0.350	0.350	0.200
13754	0.350	0.350	0.300
13755	0.350	0.350	0.400
13756	0.350	0.350	0.500
13757	0.350	0.350	0.600
13758	0.350	0.350	0.700
13759	0.350	0.350	0.800
13760	0.350	0.350	0.900
14453	0.950	0.450	0.000
14454	0.950	0.450	0.100
14455	0.950	0.450	0.200
14456	0.950	0.450	0.300
14457	0.950	0.450	0.400
14458	0.950	0.450	0.500
14459	0.950	0.450	0.600
14460	0.950	0.450	0.700
14461	0.950	0.450	0.800
14462	0.950	0.450	0.900
15153	0.200	0.200	0.000
15154	0.200	0.200	0.100
15155	0.200	0.200	0.200
15156	0.200	0.200	0.300
15157	0.200	0.200	0.400
15158	0.200	0.200	0.500
15159	0.200	0.200	0.600
15160	0.200	0.200	0.700
15161	0.200	0.200	0.800
15162	0.200	0.200	0.900
15493	0.300	0.200	0.000
15494	0.300	0.200	0.100
15495	0.300	0.200	0.200
15496	0.300	0.200	0.300
15497	0.300	0.200	0.400
15498	0.300	0.200	0.500
15499	0.300	0.200	0.600
15500	0.300	0.200	0.700
15501	0.300	0.200	0.800
15502	0.300	0.200	0.900
15994	0.600	0.200	0.000
15995	0.600	0.200	0.100
15996	0.600	0.200	0.200
15997	0.600	0.200	0.300
15998	0.600	0.200	0.400
15999	0.600	0.200	0.500
16000	0.600	0.200	0.600
16001	0.600	0.200	0.700
16002	0.600	0.200	0.800
16003	0.600	0.200	0.900
16575	0.850	0.250	0.000
16576	0.850	0.250	0.100
16577	0.850	0.250	0.200
16578	0.850	0.250	0.300
16579	0.850	0.250	0.400
16580	0.850	0.250	0.500
16581	0.850	0.250	0.600
16582	0.850	0.250	0.700
16583	0.850	0.250	0.800
16584	0.850	0.250	0.900
17026	0.450	0.350	0.000
17027	0.450	0.350	0.100
17028	0.450	0.350	0.200
17029	0.450	0.350	0.300
17030	0.450	0.350	0.400
17031	0.450	0.350	0.500
17032	0.450	0.350	0.600
17033	0.450	0.350	0.700
17034	0.450	0.350	0.800
17035	0.450	0.350	0.900
17540	0.700	0.200	0.000
17541	0.700	0.200	0.100
17542	0.700	0.200	0.200
17543	0.700	0.200	0.300
17544	0.700	0.200	0.400
17545	0.700	0.200	0.500
17546	0.700	0.200	0.600
17547	0.700	0.200	0.700
17548	0.700	0.200	0.800
17549	0.700	0.200	0.900
18040	0.300	1.100	0.000
18041	0.300	1.100	0.100
18042	0.300	1.100	0.200
18043	0.300	1.100	0.300
18044	0.300	1.100	0.400
18045	0.300	1.100	0.500
18046	0.300	1.100	0.600
18047	0.300	1.100	0.700
18048	0.300	1.100	0.800
18049	0.300	1.100	0.900
18130	0.200	0.450	0.000
18131	0.200	0.450	0.100
18132	0.200	0.450	0.200
18133	0.200	0.450	0.300
18134	0.200	0.450	0.400
18135	0.200	0.450	0.500
18136	0.200	0.450	0.600
18137	0.200	0.450	0.700
18138	0.200	0.450	0.800
18139	0.200	0.450	0.900
18430	0.200	0.150	0.000
18431	0.200	0.150	0.100
18432	0.200	0.150	0.200
18433	0.200	0.150	0.300
18434	0.200	0.150	0.400
18435	0.200	0.150	0.500
18436	0.200	0.150	0.600
18437	0.200	0.150	0.700
18438	0.200	0.150	0.800
18439	0.200	0.150	0.900
19141	0.350	0.450	0.000
19142	0.350	0.450	0.100
19143	0.350	0.450	0.200
19144	0.350	0.450	0.300
19145	0.350	0.450	0.400
19146	0.350	0.450	0.500
19147	0.350	0.450	0.600
19148	0.350	0.450	0.700
19149	0.350	0.450	0.800
19150	0.350	0.450	0.900
19361	0.500	0.400	0.000
19362	0.500	0.400	0.100
19363	0.500	0.400	0.200
19364	0.500	0.400	0.300
19365	0.500	0.400	0.400
19366	0.500	0.400	0.500
19367	0.500	0.400	0.600
19368	0.500	0.400	0.700
19369	0.500	0.400	0.800
19370	0.500	0.400	0.900
19411	0.500	0.450	0.000
19412	0.500	0.450	0.100
19413	0.500	0.450	0.200
19414	0.500	0.450	0.300
19415	0.500	0.450	0.400
19416	0.500	0.450	0.500
19417	0.500	0.450	0.600
19418	0.500	0.450	0.700
19419	0.500	0.450	0.800
19420	0.500	0.450	0.900
29041	1.050	0.000	0.200
20204	0.650	0.250	0.000
20205	0.650	0.250	0.100
20206	0.650	0.250	0.200
20207	0.650	0.250	0.300
20208	0.650	0.250	0.400
20209	0.650	0.250	0.500
20210	0.650	0.250	0.600
20211	0.650	0.250	0.700
20212	0.650	0.250	0.800
20213	0.650	0.250	0.900
20763	0.600	0.450	0.000
20764	0.600	0.450	0.100
20765	0.600	0.450	0.200
20766	0.600	0.450	0.300
20767	0.600	0.450	0.400
20768	0.600	0.450	0.500
20769	0.600	0.450	0.600
20770	0.600	0.450	0.700
20771	0.600	0.450	0.800
20772	0.600	0.450	0.900
28659	1.000	0.650	0.900
28566	1.000	0.650	0.800
28565	1.000	0.650	0.700
28564	1.000	0.650	0.600
28563	1.000	0.650	0.500
21193	0.600	0.350	0.000
21194	0.600	0.350	0.100
21195	0.600	0.350	0.200
21196	0.600	0.350	0.300
21197	0.600	0.350	0.400
21198	0.600	0.350	0.500
21199	0.600	0.350	0.600
21200	0.600	0.350	0.700
21201	0.600	0.350	0.800
21202	0.600	0.350	0.900
21339	0.650	0.450	0.000
21340	0.650	0.450	0.100
21341	0.650	0.450	0.200
21342	0.650	0.450	0.300
21343	0.650	0.450	0.400
21344	0.650	0.450	0.500
21345	0.650	0.450	0.600
21346	0.650	0.450	0.700
21347	0.650	0.450	0.800
21348	0.650	0.450	0.900
22915	0.400	0.550	0.000
22916	0.400	0.550	0.100
22917	0.400	0.550	0.200
22918	0.400	0.550	0.300
22919	0.400	0.550	0.400
22920	0.400	0.550	0.500
22921	0.400	0.550	0.600
22922	0.400	0.550	0.700
22923	0.400	0.550	0.800
22924	0.400	0.550	0.900
23345	0.300	0.500	0.000
23346	0.300	0.500	0.100
23347	0.300	0.500	0.200
23348	0.300	0.500	0.300
23349	0.300	0.500	0.400
23350	0.300	0.500	0.500
23351	0.300	0.500	0.600
23352	0.300	0.500	0.700
23353	0.300	0.500	0.800
23354	0.300	0.500	0.900
28367	1.000	0.650	0.400
28366	1.000	0.650	0.300
28365	1.000	0.650	0.200
28364	1.000	0.650	0.100
28363	1.000	0.650	0.000
23515	0.250	0.650	0.000
23516	0.250	0.650	0.100
23517	0.250	0.650	0.200
23518	0.250	0.650	0.300
23519	0.250	0.650	0.400
23520	0.250	0.650	0.500
23521	0.250	0.650	0.600
23522	0.250	0.650	0.700
23523	0.250	0.650	0.800
23524	0.250	0.650	0.900
23695	0.250	0.550	0.000
23696	0.250	0.550	0.100
23697	0.250	0.550	0.200
23698	0.250	0.550	0.300
23699	0.250	0.550	0.400
23700	0.250	0.550	0.500
23701	0.250	0.550	0.600
23702	0.250	0.550	0.700
23703	0.250	0.550	0.800
23704	0.250	0.550	0.900
23813	0.200	0.900	0.000
23814	0.200	0.900	0.100
23815	0.200	0.900	0.200
23816	0.200	0.900	0.300
23817	0.200	0.900	0.400
23818	0.200	0.900	0.500
23819	0.200	0.900	0.600
23820	0.200	0.900	0.700
23821	0.200	0.900	0.800
23822	0.200	0.900	0.900
23923	0.200	0.700	0.000
23924	0.200	0.700	0.100
23925	0.200	0.700	0.200
23926	0.200	0.700	0.300
23927	0.200	0.700	0.400
23928	0.200	0.700	0.500
23929	0.200	0.700	0.600
23930	0.200	0.700	0.700
23931	0.200	0.700	0.800
23932	0.200	0.700	0.900
24033	0.250	0.950	0.000
24034	0.250	0.950	0.100
24035	0.250	0.950	0.200
24036	0.250	0.950	0.300
24037	0.250	0.950	0.400
24038	0.250	0.950	0.500
24039	0.250	0.950	0.600
24040	0.250	0.950	0.700
24041	0.250	0.950	0.800
24042	0.250	0.950	0.900
24523	0.800	0.300	0.000
24524	0.800	0.300	0.100
24525	0.800	0.300	0.200
24527	0.800	0.300	0.400
24528	0.800	0.300	0.500
24529	0.800	0.300	0.600
24530	0.800	0.300	0.700
24532	0.800	0.300	0.900
25165	0.200	0.500	0.000
25166	0.200	0.500	0.100
25167	0.200	0.500	0.200
25168	0.200	0.500	0.300
25170	0.200	0.500	0.500
25171	0.200	0.500	0.600
25172	0.200	0.500	0.700
25173	0.200	0.500	0.800
25174	0.200	0.500	0.900
25215	0.300	1.000	0.000
25216	0.300	1.000	0.100
25217	0.300	1.000	0.200
25218	0.300	1.000	0.300
25219	0.300	1.000	0.400
25220	0.300	1.000	0.500
25221	0.300	1.000	0.600
25222	0.300	1.000	0.700
25223	0.300	1.000	0.800
25224	0.300	1.000	0.900
25415	0.650	0.650	0.000
25416	0.650	0.650	0.100
25417	0.650	0.650	0.200
25418	0.650	0.650	0.300
25419	0.650	0.650	0.400
25420	0.650	0.650	0.500
25421	0.650	0.650	0.600
25422	0.650	0.650	0.700
25423	0.650	0.650	0.800
25424	0.650	0.650	0.900
25565	0.200	0.500	0.400
25566	0.800	0.300	0.300
25567	0.800	0.300	0.800
25648	0.750	1.650	0.000
25649	0.750	1.650	0.100
25650	0.750	1.650	0.200
25651	0.750	1.650	0.300
25652	0.750	1.650	0.400
25653	0.750	1.650	0.500
25654	0.750	1.650	0.600
25655	0.750	1.650	0.700
25656	0.750	1.650	0.800
25657	0.750	1.650	0.900
26288	0.300	0.600	0.000
26289	0.300	0.600	0.100
26290	0.300	0.600	0.200
26291	0.300	0.600	0.300
26292	0.300	0.600	0.400
26293	0.300	0.600	0.500
26294	0.300	0.600	0.600
26295	0.300	0.600	0.700
26296	0.300	0.600	0.800
26297	0.300	0.600	0.900
27862	0.400	0.500	0.900
27861	0.400	0.500	0.800
27860	0.400	0.500	0.700
27859	0.400	0.500	0.600
27858	0.400	0.500	0.500
27857	0.400	0.500	0.400
27856	0.400	0.500	0.300
27855	0.400	0.500	0.200
27854	0.400	0.500	0.100
27853	0.400	0.500	0.000
27822	0.900	1.150	0.900
27821	0.900	1.150	0.800
27820	0.900	1.150	0.700
27819	0.900	1.150	0.600
27818	0.900	1.150	0.500
27817	0.900	1.150	0.400
27816	0.900	1.150	0.300
27815	0.900	1.150	0.200
27814	0.900	1.150	0.100
27813	0.900	1.150	0.000
27382	0.350	0.550	0.900
27381	0.350	0.550	0.800
27380	0.350	0.550	0.700
27379	0.350	0.550	0.600
27378	0.350	0.550	0.500
27377	0.350	0.550	0.400
27376	0.350	0.550	0.300
27375	0.350	0.550	0.200
27374	0.350	0.550	0.100
27373	0.350	0.550	0.000
29931	0.400	0.650	0.900
29930	0.400	0.650	0.800
29512	0.300	0.150	0.000
29513	0.300	0.150	0.100
29514	0.300	0.150	0.200
29515	0.300	0.150	0.300
29516	0.300	0.150	0.400
29517	0.300	0.150	0.500
29518	0.300	0.150	0.600
29519	0.300	0.150	0.700
29520	0.300	0.150	0.800
29521	0.300	0.150	0.900
29929	0.400	0.650	0.700
29928	0.400	0.650	0.600
29927	0.400	0.650	0.500
29926	0.400	0.650	0.400
29925	0.400	0.650	0.300
29924	0.400	0.650	0.200
29923	0.400	0.650	0.100
29922	0.400	0.650	0.000
29790	0.900	0.850	0.900
29789	0.900	0.850	0.800
29788	0.900	0.850	0.700
29787	0.900	0.850	0.600
29786	0.900	0.850	0.500
29785	0.900	0.850	0.400
29784	0.900	0.850	0.300
29783	0.900	0.850	0.200
29782	0.900	0.850	0.100
29781	0.900	0.850	0.000
31122	0.700	0.700	0.000
31123	0.700	0.700	0.100
31124	0.700	0.700	0.200
31125	0.700	0.700	0.300
31126	0.700	0.700	0.400
31127	0.700	0.700	0.500
31128	0.700	0.700	0.600
31129	0.700	0.700	0.700
31130	0.700	0.700	0.800
31131	0.700	0.700	0.900
31202	0.600	0.600	0.000
31203	0.600	0.600	0.100
31204	0.600	0.600	0.200
31205	0.600	0.600	0.300
31206	0.600	0.600	0.400
31207	0.600	0.600	0.500
31208	0.600	0.600	0.600
31209	0.600	0.600	0.700
31210	0.600	0.600	0.800
31211	0.600	0.600	0.900
31462	0.300	0.950	0.000
31463	0.300	0.950	0.100
31464	0.300	0.950	0.200
31465	0.300	0.950	0.300
31466	0.300	0.950	0.400
31467	0.300	0.950	0.500
31468	0.300	0.950	0.600
31469	0.300	0.950	0.700
31470	0.300	0.950	0.800
31471	0.300	0.950	0.900
33453	1.650	1.700	0.000
33452	1.650	1.600	0.000
33451	1.650	1.500	0.000
33450	1.650	1.400	0.000
33449	1.650	1.300	0.000
33448	1.650	1.200	0.000
33447	1.650	1.100	0.000
33446	1.650	1.000	0.000
33445	1.650	0.900	0.000
33444	1.650	0.800	0.000
33443	1.650	0.700	0.000
33442	1.650	0.600	0.000
33441	1.650	0.500	0.000
33440	1.650	0.400	0.000
33439	1.650	0.300	0.000
33438	1.650	0.200	0.000
33437	1.650	0.100	0.000
33436	1.650	0.000	0.000
33435	1.550	1.700	0.000
33434	1.550	1.600	0.000
33433	1.550	1.500	0.000
33432	1.550	1.400	0.000
33431	1.550	1.300	0.000
33430	1.550	1.200	0.000
33429	1.550	1.100	0.000
33428	1.550	1.000	0.000
33427	1.550	0.900	0.000
33426	1.550	0.800	0.000
33425	1.550	0.700	0.000
33424	1.550	0.600	0.000
33423	1.550	0.500	0.000
33422	1.550	0.400	0.000
33421	1.550	0.300	0.000
33420	1.550	0.200	0.000
33419	1.550	0.100	0.000
33418	1.550	0.000	0.000
33417	1.450	1.700	0.000
33416	1.450	1.600	0.000
33415	1.450	1.500	0.000
33414	1.450	1.400	0.000
33413	1.450	1.300	0.000
33412	1.450	1.200	0.000
33411	1.450	1.100	0.000
33410	1.450	1.000	0.000
33409	1.450	0.900	0.000
33408	1.450	0.800	0.000
33407	1.450	0.700	0.000
33406	1.450	0.600	0.000
33405	1.450	0.500	0.000
33404	1.450	0.400	0.000
33403	1.450	0.300	0.000
33402	1.450	0.200	0.000
33401	1.450	0.100	0.000
33400	1.450	0.000	0.000
33399	1.350	1.700	0.000
33398	1.350	1.600	0.000
33397	1.350	1.500	0.000
33396	1.350	1.400	0.000
33395	1.350	1.300	0.000
33394	1.350	1.200	0.000
33393	1.350	1.100	0.000
33392	1.350	1.000	0.000
33391	1.350	0.900	0.000
33390	1.350	0.800	0.000
33389	1.350	0.700	0.000
33388	1.350	0.600	0.000
33387	1.350	0.500	0.000
33386	1.350	0.400	0.000
33385	1.350	0.300	0.000
33384	1.350	0.200	0.000
33383	1.350	0.100	0.000
33382	1.350	0.000	0.000
33381	1.250	1.700	0.000
33380	1.250	1.600	0.000
33379	1.250	1.500	0.000
33378	1.250	1.400	0.000
33377	1.250	1.300	0.000
33376	1.250	1.200	0.000
33375	1.250	1.100	0.000
33374	1.250	1.000	0.000
33373	1.250	0.900	0.000
33372	1.250	0.800	0.000
33371	1.250	0.700	0.000
33370	1.250	0.600	0.000
33369	1.250	0.500	0.000
33368	1.250	0.400	0.000
33367	1.250	0.300	0.000
33366	1.250	0.200	0.000
33365	1.250	0.100	0.000
33364	1.250	0.000	0.000
33363	1.150	1.700	0.000
33362	1.150	1.600	0.000
33361	1.150	1.500	0.000
33360	1.150	1.400	0.000
33359	1.150	1.300	0.000
33358	1.150	1.200	0.000
33357	1.150	1.100	0.000
33356	1.150	1.000	0.000
33355	1.150	0.900	0.000
33354	1.150	0.800	0.000
33353	1.150	0.700	0.000
33352	1.150	0.600	0.000
33351	1.150	0.500	0.000
33350	1.150	0.400	0.000
33349	1.150	0.300	0.000
33348	1.150	0.200	0.000
33347	1.150	0.100	0.000
33346	1.150	0.000	0.000
33345	1.050	1.700	0.000
33344	1.050	1.600	0.000
33343	1.050	1.500	0.000
33342	1.050	1.400	0.000
33341	1.050	1.300	0.000
33340	1.050	1.200	0.000
33339	1.050	1.100	0.000
33338	1.050	1.000	0.000
33337	1.050	0.900	0.000
33336	1.050	0.800	0.000
33335	1.050	0.700	0.000
33334	1.050	0.600	0.000
33333	1.050	0.500	0.000
33332	1.050	0.400	0.000
33331	1.050	0.300	0.000
33330	1.050	0.200	0.000
33329	1.050	0.100	0.000
33328	0.950	1.700	0.000
33327	0.950	1.600	0.000
33326	0.950	1.500	0.000
33325	0.950	1.400	0.000
33324	0.950	1.300	0.000
33323	0.950	1.200	0.000
33322	0.950	1.100	0.000
33321	0.950	1.000	0.000
33320	0.950	0.900	0.000
33319	0.950	0.800	0.000
33318	0.950	0.700	0.000
33317	0.950	0.600	0.000
33316	0.950	0.500	0.000
33315	0.950	0.400	0.000
33314	0.950	0.300	0.000
33313	0.950	0.200	0.000
33312	0.950	0.100	0.000
33311	0.850	1.700	0.000
33310	0.850	1.600	0.000
33309	0.850	1.500	0.000
33308	0.850	1.400	0.000
33307	0.850	1.300	0.000
33306	0.850	1.200	0.000
33305	0.850	1.100	0.000
33304	0.850	1.000	0.000
33303	0.850	0.900	0.000
33302	0.850	0.800	0.000
33301	0.850	0.700	0.000
33300	0.850	0.600	0.000
33299	0.850	0.500	0.000
33298	0.850	0.400	0.000
33297	0.850	0.300	0.000
33296	0.850	0.200	0.000
33295	0.850	0.100	0.000
33294	0.850	0.000	0.000
33293	0.750	1.700	0.000
33292	0.750	1.600	0.000
33291	0.750	1.500	0.000
33290	0.750	1.400	0.000
33289	0.750	1.300	0.000
33288	0.750	1.200	0.000
33287	0.750	1.100	0.000
33286	0.750	1.000	0.000
33285	0.750	0.900	0.000
33284	0.750	0.800	0.000
33283	0.750	0.700	0.000
33282	0.750	0.600	0.000
33281	0.750	0.500	0.000
33280	0.750	0.400	0.000
33279	0.750	0.300	0.000
33278	0.750	0.200	0.000
33277	0.750	0.100	0.000
33276	0.750	0.000	0.000
33275	0.650	1.700	0.000
33274	0.650	1.600	0.000
33273	0.650	1.500	0.000
33272	0.650	1.400	0.000
33271	0.650	1.300	0.000
33270	0.650	1.200	0.000
33269	0.650	1.100	0.000
33268	0.650	1.000	0.000
33267	0.650	0.900	0.000
33266	0.650	0.800	0.000
33265	0.650	0.700	0.000
33264	0.650	0.600	0.000
33263	0.650	0.500	0.000
33262	0.650	0.400	0.000
33261	0.650	0.300	0.000
33260	0.650	0.200	0.000
33259	0.650	0.100	0.000
33258	0.650	0.000	0.000
33257	0.550	1.700	0.000
33256	0.550	1.600	0.000
33255	0.550	1.500	0.000
33254	0.550	1.400	0.000
33253	0.550	1.300	0.000
33252	0.550	1.200	0.000
33251	0.550	1.100	0.000
33250	0.550	1.000	0.000
33249	0.550	0.900	0.000
33248	0.550	0.800	0.000
33247	0.550	0.700	0.000
33246	0.550	0.600	0.000
33245	0.550	0.500	0.000
33244	0.550	0.400	0.000
33243	0.550	0.300	0.000
33242	0.550	0.200	0.000
33241	0.550	0.100	0.000
33240	0.550	0.000	0.000
33239	0.450	1.700	0.000
33238	0.450	1.600	0.000
33237	0.450	1.500	0.000
33236	0.450	1.400	0.000
33235	0.450	1.300	0.000
33234	0.450	1.200	0.000
33233	0.450	1.100	0.000
33232	0.450	1.000	0.000
33231	0.450	0.900	0.000
33230	0.450	0.800	0.000
33229	0.450	0.700	0.000
33228	0.450	0.600	0.000
33227	0.450	0.500	0.000
33226	0.450	0.400	0.000
33225	0.450	0.300	0.000
33224	0.450	0.200	0.000
33223	0.450	0.100	0.000
33222	0.450	0.000	0.000
33221	0.350	1.700	0.000
33220	0.350	1.600	0.000
33219	0.350	1.500	0.000
33218	0.350	1.400	0.000
33217	0.350	1.300	0.000
33216	0.350	1.200	0.000
33215	0.350	1.100	0.000
33214	0.350	1.000	0.000
33213	0.350	0.900	0.000
33212	0.350	0.800	0.000
33211	0.350	0.700	0.000
33210	0.350	0.600	0.000
33209	0.350	0.500	0.000
33208	0.350	0.400	0.000
33207	0.350	0.300	0.000
33206	0.350	0.200	0.000
33205	0.350	0.100	0.000
33204	0.350	0.000	0.000
33203	0.250	1.700	0.000
33202	0.250	1.600	0.000
33201	0.250	1.500	0.000
33200	0.250	1.400	0.000
33199	0.250	1.300	0.000
33198	0.250	1.200	0.000
33197	0.250	1.100	0.000
33196	0.250	1.000	0.000
33195	0.250	0.900	0.000
33194	0.250	0.800	0.000
33193	0.250	0.700	0.000
33192	0.250	0.600	0.000
33191	0.250	0.500	0.000
33190	0.250	0.400	0.000
33189	0.250	0.300	0.000
33188	0.250	0.200	0.000
33187	0.250	0.100	0.000
33186	0.250	0.000	0.000
33185	0.150	1.700	0.000
33184	0.150	1.600	0.000
33183	0.150	1.500	0.000
33182	0.150	1.400	0.000
33181	0.150	1.300	0.000
33180	0.150	1.200	0.000
33179	0.150	1.100	0.000
33178	0.150	1.000	0.000
33177	0.150	0.900	0.000
33176	0.150	0.800	0.000
33175	0.150	0.700	0.000
33174	0.150	0.600	0.000
33173	0.150	0.500	0.000
33172	0.150	0.400	0.000
33171	0.150	0.300	0.000
33170	0.150	0.200	0.000
33169	0.150	0.100	0.000
33168	0.150	0.000	0.000
33167	0.050	1.700	0.000
33166	0.050	1.600	0.000
33165	0.050	1.500	0.000
33164	0.050	1.400	0.000
33163	0.050	1.300	0.000
33162	0.050	1.200	0.000
33161	0.050	1.100	0.000
33160	0.050	1.000	0.000
33159	0.050	0.900	0.000
33158	0.050	0.800	0.000
33157	0.050	0.700	0.000
33156	0.050	0.600	0.000
33155	0.050	0.500	0.000
33154	0.050	0.400	0.000
33153	0.050	0.300	0.000
33152	0.050	0.200	0.000
33151	0.050	0.100	0.000
33150	0.050	0.000	0.000
33149	1.050	0.000	0.000
33148	0.950	0.000	0.000
32668	0.500	0.350	0.000
32669	0.500	0.350	0.100
32670	0.500	0.350	0.200
32671	0.500	0.350	0.300
32672	0.500	0.350	0.400
32673	0.500	0.350	0.500
32674	0.500	0.350	0.600
32675	0.500	0.350	0.700
32676	0.500	0.350	0.800
32677	0.500	0.350	0.900
32728	0.550	0.350	0.000
32729	0.550	0.350	0.100
32730	0.550	0.350	0.200
32731	0.550	0.350	0.300
32732	0.550	0.350	0.400
32733	0.550	0.350	0.500
32734	0.550	0.350	0.600
32735	0.550	0.350	0.700
32736	0.550	0.350	0.800
32737	0.550	0.350	0.900
32918	0.400	0.450	0.000
32919	0.400	0.450	0.100
32920	0.400	0.450	0.200
32921	0.400	0.450	0.300
32922	0.400	0.450	0.400
32923	0.400	0.450	0.500
32924	0.400	0.450	0.600
32925	0.400	0.450	0.700
32926	0.400	0.450	0.800
32927	0.400	0.450	0.900
33018	0.450	0.450	0.000
33019	0.450	0.450	0.100
33020	0.450	0.450	0.200
33021	0.450	0.450	0.300
33022	0.450	0.450	0.400
33023	0.450	0.450	0.500
33024	0.450	0.450	0.600
33025	0.450	0.450	0.700
33026	0.450	0.450	0.800
33027	0.450	0.450	0.900
34034	0.300	0.650	0.000
34035	0.300	0.650	0.100
34036	0.300	0.650	0.200
34037	0.300	0.650	0.300
34038	0.300	0.650	0.400
34039	0.300	0.650	0.500
34040	0.300	0.650	0.600
34041	0.300	0.650	0.700
34042	0.300	0.650	0.800
34043	0.300	0.650	0.900
34636	0.650	0.550	0.000
34637	0.650	0.550	0.100
34638	0.650	0.550	0.200
34639	0.650	0.550	0.300
34640	0.650	0.550	0.400
34641	0.650	0.550	0.500
34642	0.650	0.550	0.600
34643	0.650	0.550	0.700
34644	0.650	0.550	0.800
34645	0.650	0.550	0.900
35189	0.600	0.500	0.000
35190	0.600	0.500	0.100
35191	0.600	0.500	0.200
35192	0.600	0.500	0.300
35193	0.600	0.500	0.400
35194	0.600	0.500	0.500
35195	0.600	0.500	0.600
35196	0.600	0.500	0.700
35197	0.600	0.500	0.800
35198	0.600	0.500	0.900
35459	0.550	0.550	0.000
35460	0.550	0.550	0.100
35461	0.550	0.550	0.200
35462	0.550	0.550	0.300
35463	0.550	0.550	0.400
35464	0.550	0.550	0.500
35465	0.550	0.550	0.600
35466	0.550	0.550	0.700
35467	0.550	0.550	0.800
35468	0.550	0.550	0.900
35639	0.500	0.600	0.000
35640	0.500	0.600	0.100
35641	0.500	0.600	0.200
35642	0.500	0.600	0.300
35643	0.500	0.600	0.400
35644	0.500	0.600	0.500
35645	0.500	0.600	0.600
35646	0.500	0.600	0.700
35647	0.500	0.600	0.800
35648	0.500	0.600	0.900
35924	0.200	0.650	0.000
35925	0.200	0.650	0.100
35926	0.200	0.650	0.200
35927	0.200	0.650	0.300
35928	0.200	0.650	0.400
35929	0.200	0.650	0.500
35930	0.200	0.650	0.600
35931	0.200	0.650	0.700
35932	0.200	0.650	0.800
35933	0.200	0.650	0.900
36514	0.400	0.700	0.000
36515	0.400	0.700	0.100
36516	0.400	0.700	0.200
36517	0.400	0.700	0.300
36518	0.400	0.700	0.400
36519	0.400	0.700	0.500
36520	0.400	0.700	0.600
36521	0.400	0.700	0.700
36522	0.400	0.700	0.800
36523	0.400	0.700	0.900
37074	0.400	0.250	0.000
37075	0.400	0.250	0.100
37076	0.400	0.250	0.200
37077	0.400	0.250	0.300
37078	0.400	0.250	0.400
37079	0.400	0.250	0.500
37080	0.400	0.250	0.600
37081	0.400	0.250	0.700
37082	0.400	0.250	0.800
37083	0.400	0.250	0.900
37125	0.400	0.300	0.100
37126	0.400	0.300	0.200
37127	0.400	0.300	0.300
37128	0.400	0.300	0.400
37129	0.400	0.300	0.500
37130	0.400	0.300	0.600
37131	0.400	0.300	0.700
37132	0.400	0.300	0.800
37133	0.400	0.300	0.900
37174	0.400	0.350	0.000
37175	0.400	0.350	0.100
37176	0.400	0.350	0.200
37177	0.400	0.350	0.300
37178	0.400	0.350	0.400
37179	0.400	0.350	0.500
37180	0.400	0.350	0.600
37181	0.400	0.350	0.700
37182	0.400	0.350	0.800
37183	0.400	0.350	0.900
37424	0.450	0.250	0.000
37425	0.450	0.250	0.100
37426	0.450	0.250	0.200
37427	0.450	0.250	0.300
37428	0.450	0.250	0.400
37429	0.450	0.250	0.500
37430	0.450	0.250	0.600
37431	0.450	0.250	0.700
37432	0.450	0.250	0.800
37433	0.450	0.250	0.900
37676	0.400	0.300	0.000
37688	0.500	0.300	0.000
37689	0.500	0.300	0.100
37690	0.500	0.300	0.200
37691	0.500	0.300	0.300
37692	0.500	0.300	0.400
37693	0.500	0.300	0.500
37694	0.500	0.300	0.600
37695	0.500	0.300	0.700
37696	0.500	0.300	0.800
37697	0.500	0.300	0.900
38138	0.200	0.850	0.000
38139	0.200	0.850	0.100
38140	0.200	0.850	0.200
38141	0.200	0.850	0.300
38142	0.200	0.850	0.400
38143	0.200	0.850	0.500
38144	0.200	0.850	0.600
38145	0.200	0.850	0.700
38146	0.200	0.850	0.800
38147	0.200	0.850	0.900
38508	0.300	0.750	0.000
38509	0.300	0.750	0.100
38510	0.300	0.750	0.200
38511	0.300	0.750	0.300
38512	0.300	0.750	0.400
38513	0.300	0.750	0.500
38514	0.300	0.750	0.600
38515	0.300	0.750	0.700
38516	0.300	0.750	0.800
38517	0.300	0.750	0.900
39441	0.600	0.750	0.000
