id	k	g	s
47930	1.200	0.450	0.000
47931	1.200	0.450	0.100
47932	1.200	0.450	0.200
47933	1.200	0.450	0.300
47934	1.200	0.450	0.400
47935	1.200	0.450	0.500
47936	1.200	0.450	0.600
47937	1.200	0.450	0.700
47938	1.200	0.450	0.800
47939	1.200	0.450	0.900
47940	1.200	0.500	0.000
47941	1.200	0.500	0.100
47942	1.200	0.500	0.200
47943	1.200	0.500	0.300
47944	1.200	0.500	0.400
47945	1.200	0.500	0.500
47946	1.200	0.500	0.600
47947	1.200	0.500	0.700
47948	1.200	0.500	0.800
47949	1.200	0.500	0.900
47950	1.250	0.050	0.000
47951	1.250	0.050	0.100
47952	1.250	0.050	0.200
47953	1.250	0.050	0.300
47954	1.250	0.050	0.400
47955	1.250	0.050	0.500
47956	1.250	0.050	0.600
47957	1.250	0.050	0.700
47958	1.250	0.050	0.800
47959	1.250	0.050	0.900
47960	1.250	0.150	0.000
47961	1.250	0.150	0.100
47962	1.250	0.150	0.200
47963	1.250	0.150	0.300
47964	1.250	0.150	0.400
47965	1.250	0.150	0.500
47966	1.250	0.150	0.600
47967	1.250	0.150	0.700
47968	1.250	0.150	0.800
47969	1.250	0.150	0.900
47970	1.250	0.350	0.000
47971	1.250	0.350	0.100
47972	1.250	0.350	0.200
47973	1.250	0.350	0.300
47974	1.250	0.350	0.400
47975	1.250	0.350	0.500
47976	1.250	0.350	0.600
47977	1.250	0.350	0.700
47978	1.250	0.350	0.800
47979	1.250	0.350	0.900
47980	1.250	0.450	0.000
47981	1.250	0.450	0.100
47982	1.250	0.450	0.200
47983	1.250	0.450	0.300
47984	1.250	0.450	0.400
47985	1.250	0.450	0.500
47986	1.250	0.450	0.600
47987	1.250	0.450	0.700
47988	1.250	0.450	0.800
47989	1.250	0.450	0.900
47990	1.300	0.000	0.000
47991	1.300	0.000	0.100
47992	1.300	0.000	0.200
47993	1.300	0.000	0.300
47994	1.300	0.000	0.400
47995	1.300	0.000	0.500
47996	1.300	0.000	0.600
47997	1.300	0.000	0.700
47998	1.300	0.000	0.800
47999	1.300	0.000	0.900
48000	1.300	0.050	0.000
48001	1.300	0.050	0.100
48002	1.300	0.050	0.200
48003	1.300	0.050	0.300
48004	1.300	0.050	0.400
48005	1.300	0.050	0.500
48006	1.300	0.050	0.600
48007	1.300	0.050	0.700
48008	1.300	0.050	0.800
48009	1.300	0.050	0.900
48010	1.300	0.100	0.000
48011	1.300	0.100	0.100
48012	1.300	0.100	0.200
48013	1.300	0.100	0.300
48014	1.300	0.100	0.400
48015	1.300	0.100	0.500
48016	1.300	0.100	0.600
48017	1.300	0.100	0.700
48018	1.300	0.100	0.800
48019	1.300	0.100	0.900
48020	1.300	0.150	0.000
48021	1.300	0.150	0.100
48022	1.300	0.150	0.200
48023	1.300	0.150	0.300
48024	1.300	0.150	0.400
48025	1.300	0.150	0.500
48026	1.300	0.150	0.600
48027	1.300	0.150	0.700
48028	1.300	0.150	0.800
48029	1.300	0.150	0.900
48030	1.300	0.200	0.000
48031	1.300	0.200	0.100
48032	1.300	0.200	0.200
48033	1.300	0.200	0.300
48034	1.300	0.200	0.400
48035	1.300	0.200	0.500
48036	1.300	0.200	0.600
48037	1.300	0.200	0.700
48038	1.300	0.200	0.800
48039	1.300	0.200	0.900
48040	1.300	0.250	0.000
48041	1.300	0.250	0.100
48042	1.300	0.250	0.200
48043	1.300	0.250	0.300
48044	1.300	0.250	0.400
48045	1.300	0.250	0.500
48046	1.300	0.250	0.600
48047	1.300	0.250	0.700
48048	1.300	0.250	0.800
48049	1.300	0.250	0.900
48050	1.300	0.350	0.000
48051	1.300	0.350	0.100
48052	1.300	0.350	0.200
48053	1.300	0.350	0.300
48054	1.300	0.350	0.400
48055	1.300	0.350	0.500
48056	1.300	0.350	0.600
48057	1.300	0.350	0.700
48058	1.300	0.350	0.800
48059	1.300	0.350	0.900
48060	1.300	0.400	0.000
48061	1.300	0.400	0.100
48062	1.300	0.400	0.200
48063	1.300	0.400	0.300
48064	1.300	0.400	0.400
48065	1.300	0.400	0.500
48066	1.300	0.400	0.600
48067	1.300	0.400	0.700
48068	1.300	0.400	0.800
48069	1.300	0.400	0.900
48070	1.300	0.450	0.000
48071	1.300	0.450	0.100
48072	1.300	0.450	0.200
48073	1.300	0.450	0.300
48074	1.300	0.450	0.400
48075	1.300	0.450	0.500
48076	1.300	0.450	0.600
48077	1.300	0.450	0.700
48078	1.300	0.450	0.800
48079	1.300	0.450	0.900
48080	1.300	0.500	0.000
48081	1.300	0.500	0.100
48082	1.300	0.500	0.200
48083	1.300	0.500	0.300
48084	1.300	0.500	0.400
48085	1.300	0.500	0.500
48086	1.300	0.500	0.600
48087	1.300	0.500	0.700
48088	1.300	0.500	0.800
48089	1.300	0.500	0.900
48090	1.350	0.050	0.000
48091	1.350	0.050	0.100
48092	1.350	0.050	0.200
48093	1.350	0.050	0.300
48094	1.350	0.050	0.400
48095	1.350	0.050	0.500
48096	1.350	0.050	0.600
48097	1.350	0.050	0.700
48098	1.350	0.050	0.800
48099	1.350	0.050	0.900
48100	1.350	0.150	0.000
48101	1.350	0.150	0.100
48102	1.350	0.150	0.200
48103	1.350	0.150	0.300
48104	1.350	0.150	0.400
48105	1.350	0.150	0.500
48106	1.350	0.150	0.600
48107	1.350	0.150	0.700
48108	1.350	0.150	0.800
48109	1.350	0.150	0.900
48110	1.350	0.250	0.000
48111	1.350	0.250	0.100
48112	1.350	0.250	0.200
48113	1.350	0.250	0.300
48114	1.350	0.250	0.400
48115	1.350	0.250	0.500
48116	1.350	0.250	0.600
48117	1.350	0.250	0.700
48118	1.350	0.250	0.800
48119	1.350	0.250	0.900
48120	1.350	0.450	0.000
48121	1.350	0.450	0.100
48122	1.350	0.450	0.200
48123	1.350	0.450	0.300
48124	1.350	0.450	0.400
48125	1.350	0.450	0.500
48126	1.350	0.450	0.600
48127	1.350	0.450	0.700
48128	1.350	0.450	0.800
48129	1.350	0.450	0.900
48130	1.400	0.000	0.000
48131	1.400	0.000	0.100
48132	1.400	0.000	0.200
48133	1.400	0.000	0.300
48134	1.400	0.000	0.400
48135	1.400	0.000	0.500
48136	1.400	0.000	0.600
48137	1.400	0.000	0.700
48138	1.400	0.000	0.800
48139	1.400	0.000	0.900
48140	1.400	0.050	0.000
48141	1.400	0.050	0.100
48142	1.400	0.050	0.200
48143	1.400	0.050	0.300
48144	1.400	0.050	0.400
48145	1.400	0.050	0.500
48146	1.400	0.050	0.600
48147	1.400	0.050	0.700
48148	1.400	0.050	0.800
48149	1.400	0.050	0.900
48150	1.400	0.100	0.000
48151	1.400	0.100	0.100
48152	1.400	0.100	0.200
48153	1.400	0.100	0.300
48154	1.400	0.100	0.400
48155	1.400	0.100	0.500
48156	1.400	0.100	0.600
48157	1.400	0.100	0.700
48158	1.400	0.100	0.800
48159	1.400	0.100	0.900
48160	1.400	0.150	0.000
48161	1.400	0.150	0.100
48162	1.400	0.150	0.200
48163	1.400	0.150	0.300
48164	1.400	0.150	0.400
48165	1.400	0.150	0.500
48166	1.400	0.150	0.600
48167	1.400	0.150	0.700
48168	1.400	0.150	0.800
48169	1.400	0.150	0.900
48170	1.400	0.200	0.000
48171	1.400	0.200	0.100
48172	1.400	0.200	0.200
48173	1.400	0.200	0.300
48174	1.400	0.200	0.400
48175	1.400	0.200	0.500
48176	1.400	0.200	0.600
48177	1.400	0.200	0.700
48178	1.400	0.200	0.800
48179	1.400	0.200	0.900
48180	1.400	0.250	0.000
48181	1.400	0.250	0.100
48182	1.400	0.250	0.200
48183	1.400	0.250	0.300
48184	1.400	0.250	0.400
48185	1.400	0.250	0.500
48186	1.400	0.250	0.600
48187	1.400	0.250	0.700
48188	1.400	0.250	0.800
48189	1.400	0.250	0.900
48190	1.400	0.300	0.000
48191	1.400	0.300	0.100
48192	1.400	0.300	0.200
48193	1.400	0.300	0.300
48194	1.400	0.300	0.400
48195	1.400	0.300	0.500
48196	1.400	0.300	0.600
48197	1.400	0.300	0.700
48198	1.400	0.300	0.800
48199	1.400	0.300	0.900
48200	1.400	0.350	0.000
48201	1.400	0.350	0.100
48202	1.400	0.350	0.200
48203	1.400	0.350	0.300
48204	1.400	0.350	0.400
48205	1.400	0.350	0.500
48206	1.400	0.350	0.600
48207	1.400	0.350	0.700
48208	1.400	0.350	0.800
48209	1.400	0.350	0.900
48210	1.400	0.450	0.000
48211	1.400	0.450	0.100
48212	1.400	0.450	0.200
48213	1.400	0.450	0.300
48214	1.400	0.450	0.400
48215	1.400	0.450	0.500
48216	1.400	0.450	0.600
48217	1.400	0.450	0.700
48218	1.400	0.450	0.800
48219	1.400	0.450	0.900
48220	1.400	0.500	0.000
48221	1.400	0.500	0.100
48222	1.400	0.500	0.200
48223	1.400	0.500	0.300
48224	1.400	0.500	0.400
48225	1.400	0.500	0.500
48226	1.400	0.500	0.600
48227	1.400	0.500	0.700
48228	1.400	0.500	0.800
48229	1.400	0.500	0.900
48230	1.450	0.050	0.000
48231	1.450	0.050	0.100
48232	1.450	0.050	0.200
48233	1.450	0.050	0.300
48234	1.450	0.050	0.400
48235	1.450	0.050	0.500
48236	1.450	0.050	0.600
48237	1.450	0.050	0.700
48238	1.450	0.050	0.800
48239	1.450	0.050	0.900
48240	1.450	0.150	0.000
48241	1.450	0.150	0.100
48242	1.450	0.150	0.200
48243	1.450	0.150	0.300
48244	1.450	0.150	0.400
48245	1.450	0.150	0.500
48246	1.450	0.150	0.600
48247	1.450	0.150	0.700
48248	1.450	0.150	0.800
48249	1.450	0.150	0.900
48250	1.450	0.250	0.000
48251	1.450	0.250	0.100
48252	1.450	0.250	0.200
48253	1.450	0.250	0.300
48254	1.450	0.250	0.400
48255	1.450	0.250	0.500
48256	1.450	0.250	0.600
48257	1.450	0.250	0.700
48258	1.450	0.250	0.800
48259	1.450	0.250	0.900
48260	1.450	0.350	0.000
48261	1.450	0.350	0.100
48262	1.450	0.350	0.200
48263	1.450	0.350	0.300
48264	1.450	0.350	0.400
48265	1.450	0.350	0.500
48266	1.450	0.350	0.600
48267	1.450	0.350	0.700
48268	1.450	0.350	0.800
48269	1.450	0.350	0.900
48270	1.500	0.000	0.000
48271	1.500	0.000	0.100
48272	1.500	0.000	0.200
48273	1.500	0.000	0.300
48274	1.500	0.000	0.400
48275	1.500	0.000	0.500
48276	1.500	0.000	0.600
48277	1.500	0.000	0.700
48278	1.500	0.000	0.800
48279	1.500	0.000	0.900
48280	1.500	0.050	0.000
48281	1.500	0.050	0.100
48282	1.500	0.050	0.200
48283	1.500	0.050	0.300
48284	1.500	0.050	0.400
48285	1.500	0.050	0.500
48286	1.500	0.050	0.600
48287	1.500	0.050	0.700
48288	1.500	0.050	0.800
48289	1.500	0.050	0.900
48290	1.500	0.100	0.000
48291	1.500	0.100	0.100
48292	1.500	0.100	0.200
48293	1.500	0.100	0.300
48294	1.500	0.100	0.400
48295	1.500	0.100	0.500
48296	1.500	0.100	0.600
48297	1.500	0.100	0.700
48298	1.500	0.100	0.800
48299	1.500	0.100	0.900
48300	1.500	0.150	0.000
48301	1.500	0.150	0.100
48302	1.500	0.150	0.200
48303	1.500	0.150	0.300
48304	1.500	0.150	0.400
48305	1.500	0.150	0.500
48306	1.500	0.150	0.600
48307	1.500	0.150	0.700
48308	1.500	0.150	0.800
48309	1.500	0.150	0.900
48310	1.500	0.200	0.000
48311	1.500	0.200	0.100
48312	1.500	0.200	0.200
48313	1.500	0.200	0.300
48314	1.500	0.200	0.400
48315	1.500	0.200	0.500
48316	1.500	0.200	0.600
48317	1.500	0.200	0.700
48318	1.500	0.200	0.800
48319	1.500	0.200	0.900
48320	1.500	0.250	0.000
48321	1.500	0.250	0.100
48322	1.500	0.250	0.200
48323	1.500	0.250	0.300
48324	1.500	0.250	0.400
48325	1.500	0.250	0.500
48326	1.500	0.250	0.600
48327	1.500	0.250	0.700
48328	1.500	0.250	0.800
48329	1.500	0.250	0.900
48330	1.500	0.300	0.000
48331	1.500	0.300	0.100
48332	1.500	0.300	0.200
48333	1.500	0.300	0.300
48334	1.500	0.300	0.400
48335	1.500	0.300	0.500
48336	1.500	0.300	0.600
48337	1.500	0.300	0.700
48338	1.500	0.300	0.800
48339	1.500	0.300	0.900
48340	1.500	0.350	0.000
48341	1.500	0.350	0.100
48342	1.500	0.350	0.200
48343	1.500	0.350	0.300
48344	1.500	0.350	0.400
48345	1.500	0.350	0.500
48346	1.500	0.350	0.600
48347	1.500	0.350	0.700
48348	1.500	0.350	0.800
48349	1.500	0.350	0.900
48350	1.500	0.400	0.000
48351	1.500	0.400	0.100
48352	1.500	0.400	0.200
48353	1.500	0.400	0.300
48354	1.500	0.400	0.400
48355	1.500	0.400	0.500
48356	1.500	0.400	0.600
48357	1.500	0.400	0.700
48358	1.500	0.400	0.800
48359	1.500	0.400	0.900
48360	1.500	0.450	0.000
48361	1.500	0.450	0.100
48362	1.500	0.450	0.200
48363	1.500	0.450	0.300
48364	1.500	0.450	0.400
48365	1.500	0.450	0.500
48366	1.500	0.450	0.600
48367	1.500	0.450	0.700
48368	1.500	0.450	0.800
48369	1.500	0.450	0.900
48370	1.550	0.050	0.000
48371	1.550	0.050	0.100
48372	1.550	0.050	0.200
48373	1.550	0.050	0.300
48374	1.550	0.050	0.400
48375	1.550	0.050	0.500
48376	1.550	0.050	0.600
48377	1.550	0.050	0.700
48378	1.550	0.050	0.800
48379	1.550	0.050	0.900
48380	1.550	0.150	0.000
48381	1.550	0.150	0.100
48382	1.550	0.150	0.200
48383	1.550	0.150	0.300
48384	1.550	0.150	0.400
48385	1.550	0.150	0.500
48386	1.550	0.150	0.600
48387	1.550	0.150	0.700
48388	1.550	0.150	0.800
48389	1.550	0.150	0.900
48390	1.550	0.250	0.000
48391	1.550	0.250	0.100
48392	1.550	0.250	0.200
48393	1.550	0.250	0.300
48394	1.550	0.250	0.400
48395	1.550	0.250	0.500
48396	1.550	0.250	0.600
48397	1.550	0.250	0.700
48398	1.550	0.250	0.800
48399	1.550	0.250	0.900
48400	1.550	0.350	0.000
48401	1.550	0.350	0.100
48402	1.550	0.350	0.200
48403	1.550	0.350	0.300
48404	1.550	0.350	0.400
48405	1.550	0.350	0.500
48406	1.550	0.350	0.600
48407	1.550	0.350	0.700
48408	1.550	0.350	0.800
48409	1.550	0.350	0.900
48410	1.550	0.450	0.000
48411	1.550	0.450	0.100
48412	1.550	0.450	0.200
48413	1.550	0.450	0.300
48414	1.550	0.450	0.400
48415	1.550	0.450	0.500
48416	1.550	0.450	0.600
48417	1.550	0.450	0.700
48418	1.550	0.450	0.800
48419	1.550	0.450	0.900
48420	1.600	0.000	0.000
48421	1.600	0.000	0.100
48422	1.600	0.000	0.200
48423	1.600	0.000	0.300
48424	1.600	0.000	0.400
48425	1.600	0.000	0.500
48426	1.600	0.000	0.600
48427	1.600	0.000	0.700
48428	1.600	0.000	0.800
48429	1.600	0.000	0.900
48430	1.600	0.050	0.000
48431	1.600	0.050	0.100
48432	1.600	0.050	0.200
48433	1.600	0.050	0.300
48434	1.600	0.050	0.400
48435	1.600	0.050	0.500
48436	1.600	0.050	0.600
48437	1.600	0.050	0.700
48438	1.600	0.050	0.800
48439	1.600	0.050	0.900
48440	1.600	0.100	0.000
48441	1.600	0.100	0.100
48442	1.600	0.100	0.200
48443	1.600	0.100	0.300
48444	1.600	0.100	0.400
48445	1.600	0.100	0.500
48446	1.600	0.100	0.600
48447	1.600	0.100	0.700
48448	1.600	0.100	0.800
48449	1.600	0.100	0.900
48450	1.600	0.150	0.000
48451	1.600	0.150	0.100
48452	1.600	0.150	0.200
48453	1.600	0.150	0.300
48454	1.600	0.150	0.400
48455	1.600	0.150	0.500
48456	1.600	0.150	0.600
48457	1.600	0.150	0.700
48458	1.600	0.150	0.800
48459	1.600	0.150	0.900
48460	1.600	0.200	0.000
48461	1.600	0.200	0.100
48462	1.600	0.200	0.200
48463	1.600	0.200	0.300
48464	1.600	0.200	0.400
48465	1.600	0.200	0.500
48466	1.600	0.200	0.600
48467	1.600	0.200	0.700
48468	1.600	0.200	0.800
48469	1.600	0.200	0.900
48470	1.600	0.250	0.000
48471	1.600	0.250	0.100
48472	1.600	0.250	0.200
48473	1.600	0.250	0.300
48474	1.600	0.250	0.400
48475	1.600	0.250	0.500
48476	1.600	0.250	0.600
48477	1.600	0.250	0.700
48478	1.600	0.250	0.800
48479	1.600	0.250	0.900
48480	1.600	0.300	0.000
48481	1.600	0.300	0.100
48482	1.600	0.300	0.200
48483	1.600	0.300	0.300
48484	1.600	0.300	0.400
48485	1.600	0.300	0.500
48486	1.600	0.300	0.600
48487	1.600	0.300	0.700
48488	1.600	0.300	0.800
48489	1.600	0.300	0.900
48490	1.600	0.350	0.000
48491	1.600	0.350	0.100
48492	1.600	0.350	0.200
48493	1.600	0.350	0.300
48494	1.600	0.350	0.400
48495	1.600	0.350	0.500
48496	1.600	0.350	0.600
48497	1.600	0.350	0.700
48498	1.600	0.350	0.800
48499	1.600	0.350	0.900
48500	1.600	0.400	0.000
48501	1.600	0.400	0.100
48502	1.600	0.400	0.200
48503	1.600	0.400	0.300
48504	1.600	0.400	0.400
48505	1.600	0.400	0.500
48506	1.600	0.400	0.600
48507	1.600	0.400	0.700
48508	1.600	0.400	0.800
48509	1.600	0.400	0.900
48510	1.600	0.450	0.000
48511	1.600	0.450	0.100
48512	1.600	0.450	0.200
48513	1.600	0.450	0.300
48514	1.600	0.450	0.400
48515	1.600	0.450	0.500
48516	1.600	0.450	0.600
48517	1.600	0.450	0.700
48518	1.600	0.450	0.800
48519	1.600	0.450	0.900
48520	1.600	0.500	0.000
48521	1.600	0.500	0.100
48522	1.600	0.500	0.200
48523	1.600	0.500	0.300
48524	1.600	0.500	0.400
48525	1.600	0.500	0.500
48526	1.600	0.500	0.600
48527	1.600	0.500	0.700
48528	1.600	0.500	0.800
48529	1.600	0.500	0.900
48530	1.650	0.050	0.000
48531	1.650	0.050	0.100
48532	1.650	0.050	0.200
48533	1.650	0.050	0.300
48534	1.650	0.050	0.400
48535	1.650	0.050	0.500
48536	1.650	0.050	0.600
48537	1.650	0.050	0.700
48538	1.650	0.050	0.800
48539	1.650	0.050	0.900
48540	1.650	0.150	0.000
48541	1.650	0.150	0.100
48542	1.650	0.150	0.200
48543	1.650	0.150	0.300
48544	1.650	0.150	0.400
48545	1.650	0.150	0.500
48546	1.650	0.150	0.600
48547	1.650	0.150	0.700
48548	1.650	0.150	0.800
48549	1.650	0.150	0.900
48550	1.650	0.250	0.000
48551	1.650	0.250	0.100
48552	1.650	0.250	0.200
48553	1.650	0.250	0.300
48554	1.650	0.250	0.400
48555	1.650	0.250	0.500
48556	1.650	0.250	0.600
48557	1.650	0.250	0.700
48558	1.650	0.250	0.800
48559	1.650	0.250	0.900
48560	1.650	0.350	0.000
48561	1.650	0.350	0.100
48562	1.650	0.350	0.200
48563	1.650	0.350	0.300
48564	1.650	0.350	0.400
48565	1.650	0.350	0.500
48566	1.650	0.350	0.600
48567	1.650	0.350	0.700
48568	1.650	0.350	0.800
48569	1.650	0.350	0.900
48570	1.650	0.450	0.000
48571	1.650	0.450	0.100
48572	1.650	0.450	0.200
48573	1.650	0.450	0.300
48574	1.650	0.450	0.400
48575	1.650	0.450	0.500
48576	1.650	0.450	0.600
48577	1.650	0.450	0.700
48578	1.650	0.450	0.800
48579	1.650	0.450	0.900
48750	0.700	0.250	0.000
48751	0.700	0.250	0.100
48752	0.700	0.250	0.200
48753	0.700	0.250	0.300
48754	0.700	0.250	0.400
48755	0.700	0.250	0.500
48756	0.700	0.250	0.600
48757	0.700	0.250	0.700
48758	0.700	0.250	0.800
48759	0.700	0.250	0.900
48760	0.700	0.350	0.000
48761	0.700	0.350	0.100
48762	0.700	0.350	0.200
48763	0.700	0.350	0.300
48764	0.700	0.350	0.400
48765	0.700	0.350	0.500
48766	0.700	0.350	0.600
48767	0.700	0.350	0.700
48768	0.700	0.350	0.800
48769	0.700	0.350	0.900
48770	0.700	0.400	0.000
48771	0.700	0.400	0.100
48772	0.700	0.400	0.200
48773	0.700	0.400	0.300
48774	0.700	0.400	0.400
48775	0.700	0.400	0.500
48776	0.700	0.400	0.600
48777	0.700	0.400	0.700
48778	0.700	0.400	0.800
48779	0.700	0.400	0.900
48780	0.700	0.450	0.000
48781	0.700	0.450	0.100
48782	0.700	0.450	0.200
48783	0.700	0.450	0.300
48784	0.700	0.450	0.400
48785	0.700	0.450	0.500
48786	0.700	0.450	0.600
48787	0.700	0.450	0.700
48788	0.700	0.450	0.800
48789	0.700	0.450	0.900
48790	0.700	0.500	0.000
48791	0.700	0.500	0.100
48792	0.700	0.500	0.200
48793	0.700	0.500	0.300
48794	0.700	0.500	0.400
48795	0.700	0.500	0.500
48796	0.700	0.500	0.600
48797	0.700	0.500	0.700
48798	0.700	0.500	0.800
48799	0.700	0.500	0.900
48800	0.750	0.350	0.000
48801	0.750	0.350	0.100
48802	0.750	0.350	0.200
48803	0.750	0.350	0.300
48804	0.750	0.350	0.400
48805	0.750	0.350	0.500
48806	0.750	0.350	0.600
48807	0.750	0.350	0.700
48808	0.750	0.350	0.800
48809	0.750	0.350	0.900
48810	0.750	0.450	0.000
48811	0.750	0.450	0.100
48812	0.750	0.450	0.200
48813	0.750	0.450	0.300
48814	0.750	0.450	0.400
48815	0.750	0.450	0.500
48816	0.750	0.450	0.600
48817	0.750	0.450	0.700
48818	0.750	0.450	0.800
48819	0.750	0.450	0.900
48820	0.800	0.250	0.000
48821	0.800	0.250	0.100
48822	0.800	0.250	0.200
48823	0.800	0.250	0.300
48824	0.800	0.250	0.400
48825	0.800	0.250	0.500
48826	0.800	0.250	0.600
48827	0.800	0.250	0.700
48828	0.800	0.250	0.800
48829	0.800	0.250	0.900
48830	0.800	0.350	0.000
48831	0.800	0.350	0.100
48832	0.800	0.350	0.200
48833	0.800	0.350	0.300
48834	0.800	0.350	0.400
48835	0.800	0.350	0.500
48836	0.800	0.350	0.600
48837	0.800	0.350	0.700
48838	0.800	0.350	0.800
48839	0.800	0.350	0.900
48840	0.800	0.400	0.000
48841	0.800	0.400	0.100
48842	0.800	0.400	0.200
48843	0.800	0.400	0.300
48844	0.800	0.400	0.400
48845	0.800	0.400	0.500
48846	0.800	0.400	0.600
48847	0.800	0.400	0.700
48848	0.800	0.400	0.800
48849	0.800	0.400	0.900
48850	0.800	0.450	0.000
48851	0.800	0.450	0.100
48852	0.800	0.450	0.200
48853	0.800	0.450	0.300
48854	0.800	0.450	0.400
48855	0.800	0.450	0.500
48856	0.800	0.450	0.600
48857	0.800	0.450	0.700
48858	0.800	0.450	0.800
48859	0.800	0.450	0.900
48860	0.800	0.500	0.000
48861	0.800	0.500	0.100
48862	0.800	0.500	0.200
48863	0.800	0.500	0.300
48864	0.800	0.500	0.400
48865	0.800	0.500	0.500
48866	0.800	0.500	0.600
48867	0.800	0.500	0.700
48868	0.800	0.500	0.800
48869	0.800	0.500	0.900
48870	0.850	0.350	0.000
48871	0.850	0.350	0.100
48872	0.850	0.350	0.200
48873	0.850	0.350	0.300
48874	0.850	0.350	0.400
48875	0.850	0.350	0.500
48876	0.850	0.350	0.600
48877	0.850	0.350	0.700
48878	0.850	0.350	0.800
48879	0.850	0.350	0.900
48880	0.850	0.450	0.000
48881	0.850	0.450	0.100
48882	0.850	0.450	0.200
48883	0.850	0.450	0.300
48884	0.850	0.450	0.400
48885	0.850	0.450	0.500
48886	0.850	0.450	0.600
48887	0.850	0.450	0.700
48888	0.850	0.450	0.800
48889	0.850	0.450	0.900
48890	0.900	0.200	0.000
48891	0.900	0.200	0.100
48892	0.900	0.200	0.200
48893	0.900	0.200	0.300
48894	0.900	0.200	0.400
48895	0.900	0.200	0.500
48896	0.900	0.200	0.600
48897	0.900	0.200	0.700
48898	0.900	0.200	0.800
48899	0.900	0.200	0.900
48900	0.900	0.250	0.000
48901	0.900	0.250	0.100
48902	0.900	0.250	0.200
48903	0.900	0.250	0.300
48904	0.900	0.250	0.400
48905	0.900	0.250	0.500
48906	0.900	0.250	0.600
48907	0.900	0.250	0.700
48908	0.900	0.250	0.800
48909	0.900	0.250	0.900
48910	0.900	0.300	0.000
48911	0.900	0.300	0.100
48912	0.900	0.300	0.200
48913	0.900	0.300	0.300
48914	0.900	0.300	0.400
48915	0.900	0.300	0.500
48916	0.900	0.300	0.600
48917	0.900	0.300	0.700
48918	0.900	0.300	0.800
48919	0.900	0.300	0.900
48920	0.900	0.350	0.000
48921	0.900	0.350	0.100
48922	0.900	0.350	0.200
48923	0.900	0.350	0.300
48924	0.900	0.350	0.400
48925	0.900	0.350	0.500
48926	0.900	0.350	0.600
48927	0.900	0.350	0.700
48928	0.900	0.350	0.800
48929	0.900	0.350	0.900
48930	0.900	0.400	0.000
48931	0.900	0.400	0.100
48932	0.900	0.400	0.200
48933	0.900	0.400	0.300
48934	0.900	0.400	0.400
48935	0.900	0.400	0.500
48936	0.900	0.400	0.600
48937	0.900	0.400	0.700
48938	0.900	0.400	0.800
48939	0.900	0.400	0.900
48940	0.900	0.450	0.000
48941	0.900	0.450	0.100
48942	0.900	0.450	0.200
48943	0.900	0.450	0.300
48944	0.900	0.450	0.400
48945	0.900	0.450	0.500
48946	0.900	0.450	0.600
48947	0.900	0.450	0.700
48948	0.900	0.450	0.800
48949	0.900	0.450	0.900
48950	0.900	0.500	0.000
48951	0.900	0.500	0.100
48952	0.900	0.500	0.200
48953	0.900	0.500	0.300
48954	0.900	0.500	0.400
48955	0.900	0.500	0.500
48956	0.900	0.500	0.600
48957	0.900	0.500	0.700
48958	0.900	0.500	0.800
48959	0.900	0.500	0.900
48960	0.950	0.250	0.000
48961	0.950	0.250	0.100
48962	0.950	0.250	0.200
48963	0.950	0.250	0.300
48964	0.950	0.250	0.400
48965	0.950	0.250	0.500
48966	0.950	0.250	0.600
48967	0.950	0.250	0.700
48968	0.950	0.250	0.800
48969	0.950	0.250	0.900
48970	0.950	0.350	0.000
48971	0.950	0.350	0.100
48972	0.950	0.350	0.200
48973	0.950	0.350	0.300
48974	0.950	0.350	0.400
48975	0.950	0.350	0.500
48976	0.950	0.350	0.600
48977	0.950	0.350	0.700
48978	0.950	0.350	0.800
48979	0.950	0.350	0.900
48980	1.000	0.200	0.000
48981	1.000	0.200	0.100
48982	1.000	0.200	0.200
48983	1.000	0.200	0.300
48984	1.000	0.200	0.400
48985	1.000	0.200	0.500
48986	1.000	0.200	0.600
48987	1.000	0.200	0.700
48988	1.000	0.200	0.800
48989	1.000	0.200	0.900
48990	1.000	0.250	0.000
48991	1.000	0.250	0.100
48992	1.000	0.250	0.200
48993	1.000	0.250	0.300
48994	1.000	0.250	0.400
48995	1.000	0.250	0.500
48996	1.000	0.250	0.600
48997	1.000	0.250	0.700
48998	1.000	0.250	0.800
48999	1.000	0.250	0.900
49000	1.000	0.350	0.000
49001	1.000	0.350	0.100
49002	1.000	0.350	0.200
49003	1.000	0.350	0.300
49004	1.000	0.350	0.400
49005	1.000	0.350	0.500
49006	1.000	0.350	0.600
49007	1.000	0.350	0.700
49008	1.000	0.350	0.800
49009	1.000	0.350	0.900
49010	1.000	0.400	0.000
49011	1.000	0.400	0.100
49012	1.000	0.400	0.200
49013	1.000	0.400	0.300
49014	1.000	0.400	0.400
49015	1.000	0.400	0.500
49016	1.000	0.400	0.600
49017	1.000	0.400	0.700
49018	1.000	0.400	0.800
49019	1.000	0.400	0.900
49020	1.000	0.450	0.000
49021	1.000	0.450	0.100
49022	1.000	0.450	0.200
49023	1.000	0.450	0.300
49024	1.000	0.450	0.400
49025	1.000	0.450	0.500
49026	1.000	0.450	0.600
49027	1.000	0.450	0.700
49028	1.000	0.450	0.800
49029	1.000	0.450	0.900
49030	1.000	0.500	0.000
49031	1.000	0.500	0.100
