,ID,k,g,s,macro_m
2363,10218.0,1.55,1.1,0.5,-1.1019283746556472
2364,10219.0,1.55,1.1,0.6,-1.1019283746556472
2365,10220.0,1.55,1.5,0.4,-0.5134788189987163
2366,10221.0,1.55,1.5,0.5,-0.5134788189987163
2367,10222.0,1.55,1.5,0.6,-0.5134788189987163
2368,10223.0,1.55,1.6,0.4,-0.44296788482834987
2369,10224.0,1.55,1.6,0.5,-0.44296788482834987
2370,10225.0,1.55,1.6,0.6,-0.44296788482834987
2371,10226.0,1.65,1.2,0.4,-0.9828009828009827
2372,10227.0,1.65,1.7,0.5,-0.4052684903748734
2373,10228.0,0.05,1.0,0.7,-10.256410256410254
2374,10229.0,0.05,1.0,0.8,-10.256410256410254
2375,10230.0,0.05,1.0,0.9,-10.256410256410254
2376,10231.0,0.05,1.1,0.7,-3.252032520325201
2377,10232.0,0.05,1.1,0.8,-3.252032520325201
2378,10233.0,0.05,1.1,0.9,-3.252032520325201
2379,10234.0,0.05,1.2,0.7,-1.8604651162790697
2380,10235.0,0.05,1.2,0.8,-1.8604651162790697
2381,10236.0,0.05,1.2,0.9,-1.8604651162790697
2382,10237.0,0.05,1.3,0.7,-1.2698412698412695
2383,10238.0,0.05,1.3,0.8,-1.2698412698412695
2384,10239.0,0.05,1.3,0.9,-1.2698412698412695
2385,10240.0,0.05,1.4,0.7,-0.9456264775413714
2386,10241.0,0.05,1.4,0.8,-0.9456264775413714
2387,10242.0,0.05,1.4,0.9,-0.9456264775413714
2388,10243.0,0.05,1.5,0.7,-0.7421150278293135
2389,10244.0,0.05,1.5,0.8,-0.7421150278293135
2390,10245.0,0.05,1.5,0.9,-0.7421150278293135
2391,10246.0,0.05,1.6,0.7,-0.6033182503770737
2392,10247.0,0.05,1.6,0.8,-0.6033182503770737
2393,10248.0,0.05,1.6,0.9,-0.6033182503770737
2394,10249.0,0.05,1.7,0.7,-0.5031446540880503
2395,10250.0,0.05,1.7,0.8,-0.5031446540880503
2396,10251.0,0.05,1.7,0.9,-0.5031446540880503
2397,10252.0,0.15,1.0,0.7,-3.6036036036036028
2398,10253.0,0.15,1.0,0.8,-3.6036036036036028
2399,10254.0,0.15,1.0,0.9,-3.6036036036036028
2400,10255.0,0.15,1.1,0.7,-2.05128205128205
2401,10256.0,0.15,1.1,0.8,-2.05128205128205
2402,10257.0,0.15,1.1,0.9,-2.05128205128205
2403,10258.0,0.15,1.2,0.7,-1.3937282229965156
2404,10259.0,0.15,1.2,0.8,-1.3937282229965156
2405,10260.0,0.15,1.2,0.9,-1.3937282229965156
2406,10261.0,0.15,1.3,0.7,-1.0335917312661496
2407,10262.0,0.15,1.3,0.8,-1.0335917312661496
2408,10263.0,0.15,1.3,0.9,-1.0335917312661496
2409,10264.0,0.15,1.4,0.7,-0.8080808080808082
2410,10265.0,0.15,1.4,0.8,-0.8080808080808082
2411,10266.0,0.15,1.4,0.9,-0.8080808080808082
2412,10267.0,0.15,1.5,0.7,-0.6546644844517184
2413,10268.0,0.15,1.5,0.8,-0.6546644844517184
2414,10269.0,0.15,1.5,0.9,-0.6546644844517184
2415,10270.0,0.15,1.6,0.7,-0.5442176870748298
2416,10271.0,0.15,1.6,0.8,-0.5442176870748298
2417,10272.0,0.15,1.6,0.9,-0.5442176870748298
2418,10273.0,0.15,1.7,0.7,-0.4613610149942331
2419,10274.0,0.15,1.7,0.8,-0.4613610149942331
2420,10275.0,0.15,1.7,0.9,-0.4613610149942331
2421,10276.0,0.25,1.0,0.7,-2.2857142857142856
2422,10277.0,0.25,1.0,0.8,-2.2857142857142856
2423,10278.0,0.25,1.0,0.9,-2.2857142857142856
2424,10279.0,0.25,1.1,0.7,-1.544401544401544
2425,10280.0,0.25,1.1,0.8,-1.544401544401544
2426,10281.0,0.25,1.1,0.9,-1.544401544401544
2427,10282.0,0.25,1.2,0.7,-1.1396011396011396
2428,10283.0,0.25,1.2,0.8,-1.1396011396011396
2429,10284.0,0.25,1.2,0.9,-1.1396011396011396
2430,10285.0,0.25,1.3,0.7,-0.8869179600886916
2431,10286.0,0.25,1.3,0.8,-0.8869179600886916
2432,10287.0,0.25,1.3,0.9,-0.8869179600886916
2433,10288.0,0.25,1.4,0.7,-0.7155635062611808
2434,10289.0,0.25,1.4,0.8,-0.7155635062611808
2435,10290.0,0.25,1.4,0.9,-0.7155635062611808
2436,10291.0,0.25,1.5,0.7,-0.5925925925925926
2437,10292.0,0.25,1.5,0.8,-0.5925925925925926
2438,10293.0,0.25,1.5,0.9,-0.5925925925925926
2439,10294.0,0.25,1.6,0.7,-0.5006257822277846
2440,10295.0,0.25,1.6,0.8,-0.5006257822277846
2441,10296.0,0.25,1.6,0.9,-0.5006257822277846
2442,10297.0,0.25,1.7,0.7,-0.42964554242749736
2443,10298.0,0.25,1.7,0.8,-0.42964554242749736
2444,10299.0,0.25,1.7,0.9,-0.42964554242749736
2445,10300.0,0.35,1.0,0.7,-1.7316017316017318
2446,10301.0,0.35,1.0,0.8,-1.7316017316017318
2447,10302.0,0.35,1.0,0.9,-1.7316017316017318
2448,10303.0,0.35,1.1,0.7,-1.2698412698412698
2449,10304.0,0.35,1.1,0.8,-1.2698412698412698
2450,10305.0,0.35,1.1,0.9,-1.2698412698412698
2451,10306.0,0.35,1.2,0.7,-0.9828009828009829
2452,10307.0,0.35,1.2,0.8,-0.9828009828009829
2453,10308.0,0.35,1.2,0.9,-0.9828009828009829
2454,10309.0,0.35,1.3,0.7,-0.7889546351084812
2455,10310.0,0.35,1.3,0.8,-0.7889546351084812
2456,10311.0,0.35,1.3,0.9,-0.7889546351084812
2457,10312.0,0.35,1.4,0.7,-0.6504065040650407
2458,10313.0,0.35,1.4,0.8,-0.6504065040650407
2459,10314.0,0.35,1.4,0.9,-0.6504065040650407
2460,10315.0,0.35,1.5,0.7,-0.5471956224350205
2461,10316.0,0.35,1.5,0.8,-0.5471956224350205
2462,10317.0,0.35,1.5,0.9,-0.5471956224350205
2463,10318.0,0.35,1.6,0.7,-0.4678362573099414
2464,10319.0,0.35,1.6,0.8,-0.4678362573099414
2465,10320.0,0.35,1.6,0.9,-0.4678362573099414
2466,10321.0,0.35,1.7,0.7,-0.4052684903748734
2467,10322.0,0.35,1.7,0.8,-0.4052684903748734
2468,10323.0,0.35,1.7,0.9,-0.4052684903748734
2469,10324.0,0.45,1.0,0.7,-1.4336917562724014
2470,10325.0,0.45,1.0,0.8,-1.4336917562724014
2471,10326.0,0.45,1.0,0.9,-1.4336917562724014
2472,10327.0,0.45,1.1,0.7,-1.1019283746556472
2473,10328.0,0.45,1.1,0.8,-1.1019283746556472
2474,10329.0,0.45,1.1,0.9,-1.1019283746556472
2475,10330.0,0.45,1.2,0.7,-0.8791208791208791
2476,10331.0,0.45,1.2,0.8,-0.8791208791208791
2477,10332.0,0.45,1.2,0.9,-0.8791208791208791
2478,10333.0,0.45,1.3,0.7,-0.7207207207207206
2479,10334.0,0.45,1.3,0.8,-0.7207207207207206
2480,10335.0,0.45,1.3,0.9,-0.7207207207207206
2481,10336.0,0.45,1.4,0.7,-0.603318250377074
2482,10337.0,0.45,1.4,0.8,-0.603318250377074
2483,10338.0,0.45,1.4,0.9,-0.603318250377074
2484,10339.0,0.45,1.5,0.7,-0.5134788189987163
2485,10340.0,0.45,1.5,0.8,-0.5134788189987163
2486,10341.0,0.45,1.5,0.9,-0.5134788189987163
2487,10342.0,0.45,1.6,0.7,-0.44296788482834987
2488,10343.0,0.45,1.6,0.8,-0.44296788482834987
2489,10344.0,0.45,1.6,0.9,-0.44296788482834987
2490,10345.0,0.45,1.7,0.7,-0.3864734299516909
2491,10346.0,0.45,1.7,0.8,-0.3864734299516909
2492,10347.0,0.45,1.7,0.9,-0.3864734299516909
2493,10348.0,0.55,1.0,0.7,-1.2539184952978055
2494,10349.0,0.55,1.0,0.8,-1.2539184952978055
2495,10350.0,0.55,1.0,0.9,-1.2539184952978055
2496,10351.0,0.55,1.1,0.7,-0.9925558312655084
2497,10352.0,0.55,1.1,0.8,-0.9925558312655084
2498,10353.0,0.55,1.1,0.9,-0.9925558312655084
2499,10354.0,0.55,1.2,0.7,-0.8080808080808081
2500,10355.0,0.55,1.2,0.8,-0.8080808080808081
2501,10356.0,0.55,1.2,0.9,-0.8080808080808081
2502,10357.0,0.55,1.3,0.7,-0.672268907563025
2503,10358.0,0.55,1.3,0.8,-0.672268907563025
2504,10359.0,0.55,1.3,0.9,-0.672268907563025
2505,10360.0,0.55,1.4,0.7,-0.5689900426742532
2506,10361.0,0.55,1.4,0.8,-0.5689900426742532
2507,10362.0,0.55,1.4,0.9,-0.5689900426742532
2508,10363.0,0.55,1.5,0.7,-0.48840048840048844
2509,10364.0,0.55,1.5,0.8,-0.48840048840048844
2510,10365.0,0.55,1.5,0.9,-0.48840048840048844
2511,10366.0,0.55,1.6,0.7,-0.42417815482502647
2512,10367.0,0.55,1.6,0.8,-0.42417815482502647
2513,10368.0,0.55,1.6,0.9,-0.42417815482502647
2514,10369.0,0.55,1.7,0.7,-0.372093023255814
2515,10370.0,0.55,1.7,0.8,-0.372093023255814
2516,10371.0,0.55,1.7,0.9,-0.372093023255814
2517,10372.0,0.65,1.0,0.7,-1.1396011396011396
2518,10373.0,0.65,1.0,0.8,-1.1396011396011396
2519,10374.0,0.65,1.0,0.9,-1.1396011396011396
2520,10375.0,0.65,1.1,0.7,-0.9195402298850573
2521,10376.0,0.65,1.1,0.8,-0.9195402298850573
2522,10377.0,0.65,1.1,0.9,-0.9195402298850573
2523,10378.0,0.65,1.2,0.7,-0.7590132827324478
2524,10379.0,0.65,1.2,0.8,-0.7590132827324478
2525,10380.0,0.65,1.2,0.9,-0.7590132827324478
2526,10381.0,0.65,1.3,0.7,-0.6379585326953747
2527,10382.0,0.65,1.3,0.8,-0.6379585326953747
2528,10383.0,0.65,1.3,0.9,-0.6379585326953747
2529,10384.0,0.65,1.4,0.7,-0.54421768707483
2530,10385.0,0.65,1.4,0.8,-0.54421768707483
2531,10386.0,0.65,1.4,0.9,-0.54421768707483
2532,10387.0,0.65,1.5,0.7,-0.4700352526439483
2533,10388.0,0.65,1.5,0.8,-0.4700352526439483
2534,10389.0,0.65,1.5,0.9,-0.4700352526439483
2535,10390.0,0.65,1.6,0.7,-0.4102564102564102
2536,10391.0,0.65,1.6,0.8,-0.4102564102564102
2537,10392.0,0.65,1.6,0.9,-0.4102564102564102
2538,10393.0,0.65,1.7,0.7,-0.3613369467028004
2539,10394.0,0.65,1.7,0.8,-0.3613369467028004
2540,10395.0,0.65,1.7,0.9,-0.3613369467028004
2541,10396.0,0.75,1.0,0.7,-1.0666666666666667
2542,10397.0,0.75,1.0,0.8,-1.0666666666666667
2543,10398.0,0.75,1.0,0.9,-1.0666666666666667
2544,10399.0,0.75,1.1,0.7,-0.8714596949891066
2545,10400.0,0.75,1.1,0.8,-0.8714596949891066
2546,10401.0,0.75,1.1,0.9,-0.8714596949891066
2547,10402.0,0.75,1.2,0.7,-0.7259528130671506
2548,10403.0,0.75,1.2,0.8,-0.7259528130671506
2549,10404.0,0.75,1.2,0.9,-0.7259528130671506
2550,10405.0,0.75,1.3,0.7,-0.6144393241167434
2551,10406.0,0.75,1.3,0.8,-0.6144393241167434
2552,10407.0,0.75,1.3,0.9,-0.6144393241167434
2553,10408.0,0.75,1.4,0.7,-0.5270092226613966
2554,10409.0,0.75,1.4,0.8,-0.5270092226613966
2555,10410.0,0.75,1.4,0.9,-0.5270092226613966
2556,10411.0,0.75,1.5,0.7,-0.45714285714285713
2557,10412.0,0.75,1.5,0.8,-0.45714285714285713
2558,10413.0,0.75,1.5,0.9,-0.45714285714285713
2559,10414.0,0.75,1.6,0.7,-0.4004004004004003
2560,10415.0,0.75,1.6,0.8,-0.4004004004004003
2561,10416.0,0.75,1.6,0.9,-0.4004004004004003
2562,10417.0,0.75,1.7,0.7,-0.3536693191865606
2563,10418.0,0.75,1.7,0.8,-0.3536693191865606
2564,10419.0,0.75,1.7,0.9,-0.3536693191865606
2565,10420.0,0.85,1.0,0.7,-1.0230179028132993
2566,10421.0,0.85,1.0,0.8,-1.0230179028132993
2567,10422.0,0.85,1.0,0.9,-1.0230179028132993
2568,10423.0,0.85,1.1,0.7,-0.8421052631578946
2569,10424.0,0.85,1.1,0.8,-0.8421052631578946
2570,10425.0,0.85,1.1,0.9,-0.8421052631578946
2571,10426.0,0.85,1.2,0.7,-0.7054673721340388
2572,10427.0,0.85,1.2,0.8,-0.7054673721340388
2573,10428.0,0.85,1.2,0.9,-0.7054673721340388
2574,10429.0,0.85,1.3,0.7,-0.5997001499250374
2575,10430.0,0.85,1.3,0.8,-0.5997001499250374
2576,10431.0,0.85,1.3,0.9,-0.5997001499250374
2577,10432.0,0.85,1.4,0.7,-0.5161290322580646
2578,10433.0,0.85,1.4,0.8,-0.5161290322580646
2579,10434.0,0.85,1.4,0.9,-0.5161290322580646
2580,10435.0,0.85,1.5,0.7,-0.4489337822671156
2581,10436.0,0.85,1.5,0.8,-0.4489337822671156
2582,10437.0,0.85,1.5,0.9,-0.4489337822671156
2583,10438.0,0.85,1.6,0.7,-0.3940886699507388
2584,10439.0,0.85,1.6,0.8,-0.3940886699507388
2585,10440.0,0.85,1.6,0.9,-0.3940886699507388
2586,10441.0,0.85,1.7,0.7,-0.34873583260680036
2587,10442.0,0.85,1.7,0.8,-0.34873583260680036
2588,10443.0,0.85,1.7,0.9,-0.34873583260680036
2589,10444.0,0.95,1.0,0.7,-1.0025062656641606
2590,10445.0,0.95,1.0,0.8,-1.0025062656641606
2591,10446.0,0.95,1.0,0.9,-1.0025062656641606
2592,10447.0,0.95,1.1,0.7,-0.8281573498964802
2593,10448.0,0.95,1.1,0.8,-0.8281573498964802
2594,10449.0,0.95,1.1,0.9,-0.8281573498964802
2595,10450.0,0.95,1.2,0.7,-0.6956521739130435
2596,10451.0,0.95,1.2,0.8,-0.6956521739130435
2597,10452.0,0.95,1.2,0.9,-0.6956521739130435
2598,10453.0,0.95,1.3,0.7,-0.5925925925925926
2599,10454.0,0.95,1.3,0.8,-0.5925925925925926
2600,10455.0,0.95,1.3,0.9,-0.5925925925925926
2601,10456.0,0.95,1.4,0.7,-0.5108556832694764
2602,10457.0,0.95,1.4,0.8,-0.5108556832694764
2603,10458.0,0.95,1.4,0.9,-0.5108556832694764
2604,10459.0,0.95,1.5,0.7,-0.44493882091212456
2605,10460.0,0.95,1.5,0.8,-0.44493882091212456
2606,10461.0,0.95,1.5,0.9,-0.44493882091212456
2607,10462.0,0.95,1.6,0.7,-0.3910068426197458
2608,10463.0,0.95,1.6,0.8,-0.3910068426197458
2609,10464.0,0.95,1.6,0.9,-0.3910068426197458
2610,10465.0,0.95,1.7,0.7,-0.34632034632034636
2611,10466.0,0.95,1.7,0.8,-0.34632034632034636
2612,10467.0,0.95,1.7,0.9,-0.34632034632034636
2613,10468.0,1.05,1.0,0.7,-1.0025062656641606
2614,10469.0,1.05,1.0,0.8,-1.0025062656641606
2615,10470.0,1.05,1.0,0.9,-1.0025062656641606
2616,10471.0,1.05,1.1,0.7,-0.8281573498964802
2617,10472.0,1.05,1.1,0.8,-0.8281573498964802
2618,10473.0,1.05,1.1,0.9,-0.8281573498964802
2619,10474.0,1.05,1.2,0.7,-0.6956521739130435
2620,10475.0,1.05,1.2,0.8,-0.6956521739130435
2621,10476.0,1.05,1.2,0.9,-0.6956521739130435
2622,10477.0,1.05,1.3,0.7,-0.5925925925925926
2623,10478.0,1.05,1.3,0.8,-0.5925925925925926
2624,10479.0,1.05,1.3,0.9,-0.5925925925925926
2625,10480.0,1.05,1.4,0.7,-0.5108556832694764
2626,10481.0,1.05,1.4,0.8,-0.5108556832694764
2627,10482.0,1.05,1.4,0.9,-0.5108556832694764
2628,10483.0,1.05,1.5,0.7,-0.44493882091212456
2629,10484.0,1.05,1.5,0.8,-0.44493882091212456
2630,10485.0,1.05,1.5,0.9,-0.44493882091212456
2631,10486.0,1.05,1.6,0.7,-0.3910068426197458
2632,10487.0,1.05,1.6,0.8,-0.3910068426197458
2633,10488.0,1.05,1.6,0.9,-0.3910068426197458
2634,10489.0,1.05,1.7,0.7,-0.34632034632034636
2635,10490.0,1.05,1.7,0.8,-0.34632034632034636
2636,10491.0,1.05,1.7,0.9,-0.34632034632034636
2637,10492.0,1.15,1.0,0.7,-1.0230179028132993
2638,10493.0,1.15,1.0,0.8,-1.0230179028132993
2639,10494.0,1.15,1.0,0.9,-1.0230179028132993
2640,10495.0,1.15,1.1,0.7,-0.8421052631578946
2641,10496.0,1.15,1.1,0.8,-0.8421052631578946
2642,10497.0,1.15,1.1,0.9,-0.8421052631578946
2643,10498.0,1.15,1.2,0.7,-0.7054673721340388
2644,10499.0,1.15,1.2,0.8,-0.7054673721340388
2645,10500.0,1.15,1.2,0.9,-0.7054673721340388
2646,10501.0,1.15,1.3,0.7,-0.5997001499250374
2647,10502.0,1.15,1.3,0.8,-0.5997001499250374
2648,10503.0,1.15,1.3,0.9,-0.5997001499250374
2649,10504.0,1.15,1.4,0.7,-0.5161290322580646
2650,10505.0,1.15,1.4,0.8,-0.5161290322580646
2651,10506.0,1.15,1.4,0.9,-0.5161290322580646
2652,10507.0,1.15,1.5,0.7,-0.4489337822671156
2653,10508.0,1.15,1.5,0.8,-0.4489337822671156
2654,10509.0,1.15,1.5,0.9,-0.4489337822671156
2655,10510.0,1.15,1.6,0.7,-0.3940886699507388
2656,10511.0,1.15,1.6,0.8,-0.3940886699507388
2657,10512.0,1.15,1.6,0.9,-0.3940886699507388
2658,10513.0,1.15,1.7,0.7,-0.34873583260680036
2659,10514.0,1.15,1.7,0.8,-0.34873583260680036
2660,10515.0,1.15,1.7,0.9,-0.34873583260680036
2661,10516.0,1.25,1.0,0.7,-1.0666666666666667
2662,10517.0,1.25,1.0,0.8,-1.0666666666666667
2663,10518.0,1.25,1.0,0.9,-1.0666666666666667
2664,10519.0,1.25,1.1,0.7,-0.8714596949891066
2665,10520.0,1.25,1.1,0.8,-0.8714596949891066
2666,10521.0,1.25,1.1,0.9,-0.8714596949891066
2667,10522.0,1.25,1.2,0.7,-0.7259528130671506
2668,10523.0,1.25,1.2,0.8,-0.7259528130671506
2669,10524.0,1.25,1.2,0.9,-0.7259528130671506
2670,10525.0,1.25,1.3,0.7,-0.6144393241167434
2671,10526.0,1.25,1.3,0.8,-0.6144393241167434
2672,10527.0,1.25,1.3,0.9,-0.6144393241167434
2673,10528.0,1.25,1.4,0.7,-0.5270092226613966
2674,10529.0,1.25,1.4,0.8,-0.5270092226613966
2675,10530.0,1.25,1.4,0.9,-0.5270092226613966
2676,10531.0,1.25,1.5,0.7,-0.45714285714285713
2677,10532.0,1.25,1.5,0.8,-0.45714285714285713
2678,10533.0,1.25,1.5,0.9,-0.45714285714285713
2679,10534.0,1.25,1.6,0.7,-0.4004004004004003
2680,10535.0,1.25,1.6,0.8,-0.4004004004004003
2681,10536.0,1.25,1.6,0.9,-0.4004004004004003
2682,10537.0,1.25,1.7,0.7,-0.3536693191865606
2683,10538.0,1.25,1.7,0.8,-0.3536693191865606
2684,10539.0,1.25,1.7,0.9,-0.3536693191865606
2685,10540.0,1.35,1.0,0.7,-1.1396011396011396
2686,10541.0,1.35,1.0,0.8,-1.1396011396011396
2687,10542.0,1.35,1.0,0.9,-1.1396011396011396
2688,10543.0,1.35,1.1,0.7,-0.9195402298850573
2689,10544.0,1.35,1.1,0.8,-0.9195402298850573
2690,10545.0,1.35,1.1,0.9,-0.9195402298850573
2691,10546.0,1.35,1.2,0.7,-0.7590132827324478
2692,10547.0,1.35,1.2,0.8,-0.7590132827324478
2693,10548.0,1.35,1.2,0.9,-0.7590132827324478
2694,10549.0,1.35,1.3,0.7,-0.6379585326953747
2695,10550.0,1.35,1.3,0.8,-0.6379585326953747
2696,10551.0,1.35,1.3,0.9,-0.6379585326953747
2697,10552.0,1.35,1.4,0.7,-0.54421768707483
2698,10553.0,1.35,1.4,0.8,-0.54421768707483
2699,10554.0,1.35,1.4,0.9,-0.54421768707483
2700,10555.0,1.35,1.5,0.7,-0.4700352526439483
2701,10556.0,1.35,1.5,0.8,-0.4700352526439483
2702,10557.0,1.35,1.5,0.9,-0.4700352526439483
2703,10558.0,1.35,1.6,0.7,-0.4102564102564102
2704,10559.0,1.35,1.6,0.8,-0.4102564102564102
2705,10560.0,1.35,1.6,0.9,-0.4102564102564102
2706,10561.0,1.35,1.7,0.7,-0.3613369467028004
2707,10562.0,1.35,1.7,0.8,-0.3613369467028004
2708,10563.0,1.35,1.7,0.9,-0.3613369467028004
2709,10564.0,1.45,1.0,0.7,-1.2539184952978055
2710,10565.0,1.45,1.0,0.8,-1.2539184952978055
2711,10566.0,1.45,1.0,0.9,-1.2539184952978055
2712,10567.0,1.45,1.1,0.7,-0.9925558312655084
2713,10568.0,1.45,1.1,0.8,-0.9925558312655084
2714,10569.0,1.45,1.1,0.9,-0.9925558312655084
2715,10570.0,1.45,1.2,0.7,-0.8080808080808081
2716,10571.0,1.45,1.2,0.8,-0.8080808080808081
2717,10572.0,1.45,1.2,0.9,-0.8080808080808081
2718,10573.0,1.45,1.3,0.7,-0.672268907563025
2719,10574.0,1.45,1.3,0.8,-0.672268907563025
2720,10575.0,1.45,1.3,0.9,-0.672268907563025
2721,10576.0,1.45,1.4,0.7,-0.5689900426742532
2722,10577.0,1.45,1.4,0.8,-0.5689900426742532
2723,10578.0,1.45,1.4,0.9,-0.5689900426742532
2724,10579.0,1.45,1.5,0.7,-0.48840048840048844
2725,10580.0,1.45,1.5,0.8,-0.48840048840048844
2726,10581.0,1.45,1.5,0.9,-0.48840048840048844
2727,10582.0,1.45,1.6,0.7,-0.42417815482502647
2728,10583.0,1.45,1.6,0.8,-0.42417815482502647
2729,10584.0,1.45,1.6,0.9,-0.42417815482502647
2730,10585.0,1.45,1.7,0.7,-0.372093023255814
2731,10586.0,1.45,1.7,0.8,-0.372093023255814
2732,10587.0,1.45,1.7,0.9,-0.372093023255814
2733,10588.0,1.55,1.0,0.7,-1.4336917562724014
2734,10589.0,1.55,1.0,0.8,-1.4336917562724014
2735,10590.0,1.55,1.0,0.9,-1.4336917562724014
2736,10591.0,1.55,1.1,0.7,-1.1019283746556472
2737,10592.0,1.55,1.1,0.8,-1.1019283746556472
2738,10593.0,1.55,1.1,0.9,-1.1019283746556472
2739,10594.0,1.55,1.2,0.7,-0.8791208791208791
2740,10595.0,1.55,1.2,0.8,-0.8791208791208791
2741,10596.0,1.55,1.2,0.9,-0.8791208791208791
2742,10597.0,1.55,1.3,0.7,-0.7207207207207206
2743,10598.0,1.55,1.3,0.8,-0.7207207207207206
2744,10599.0,1.55,1.3,0.9,-0.7207207207207206
2745,10600.0,1.55,1.4,0.7,-0.603318250377074
2746,10601.0,1.55,1.4,0.8,-0.603318250377074
2747,10602.0,1.55,1.4,0.9,-0.603318250377074
2748,10603.0,1.55,1.5,0.7,-0.5134788189987163
2749,10604.0,1.55,1.5,0.8,-0.5134788189987163
2750,10605.0,1.55,1.5,0.9,-0.5134788189987163
2751,10606.0,1.55,1.6,0.7,-0.44296788482834987
2752,10607.0,1.55,1.6,0.8,-0.44296788482834987
2753,10608.0,1.55,1.6,0.9,-0.44296788482834987
2754,10609.0,1.55,1.7,0.7,-0.3864734299516909
2755,10610.0,1.55,1.7,0.8,-0.3864734299516909
2756,10611.0,1.55,1.7,0.9,-0.3864734299516909
2757,10612.0,1.65,1.0,0.7,-1.7316017316017311
2758,10613.0,1.65,1.0,0.8,-1.7316017316017311
2759,10614.0,1.65,1.0,0.9,-1.7316017316017311
2760,10615.0,1.65,1.1,0.7,-1.2698412698412693
2761,10616.0,1.65,1.1,0.8,-1.2698412698412693
2762,10617.0,1.65,1.1,0.9,-1.2698412698412693
2763,10618.0,1.65,1.2,0.7,-0.9828009828009827
2764,10619.0,1.65,1.2,0.8,-0.9828009828009827
2765,10620.0,1.65,1.2,0.9,-0.9828009828009827
2766,10621.0,1.65,1.3,0.7,-0.7889546351084811
2767,10622.0,1.65,1.3,0.8,-0.7889546351084811
2768,10623.0,1.65,1.3,0.9,-0.7889546351084811
2769,10624.0,1.65,1.4,0.7,-0.6504065040650407
2770,10625.0,1.65,1.4,0.8,-0.6504065040650407
2771,10626.0,1.65,1.4,0.9,-0.6504065040650407
2772,10627.0,1.65,1.5,0.7,-0.5471956224350205
2773,10628.0,1.65,1.5,0.8,-0.5471956224350205
2774,10629.0,1.65,1.5,0.9,-0.5471956224350205
2775,10630.0,1.65,1.6,0.7,-0.4678362573099414
2776,10631.0,1.65,1.6,0.8,-0.4678362573099414
2777,10632.0,1.65,1.6,0.9,-0.4678362573099414
2778,10633.0,1.65,1.7,0.7,-0.4052684903748734
2779,10634.0,1.65,1.7,0.8,-0.4052684903748734
2780,10635.0,1.65,1.7,0.9,-0.4052684903748734
2781,10646.0,0.6,0.65,0.0,-3.8095238095238093
2782,10647.0,0.6,0.65,0.1,-3.8095238095238093
2783,10648.0,0.6,0.65,0.2,-3.8095238095238093
2784,10649.0,0.6,0.65,0.3,-3.8095238095238093
2785,10650.0,0.6,0.65,0.4,-3.8095238095238093
2786,10651.0,0.6,0.65,0.5,-3.8095238095238093
2787,10652.0,0.6,0.65,0.6,-3.8095238095238093
2788,10653.0,0.6,0.65,0.7,-3.8095238095238093
2789,10654.0,0.6,0.65,0.8,-3.8095238095238093
2790,10655.0,0.6,0.65,0.9,-3.8095238095238093
2791,11016.0,0.55,0.65,0.0,-4.545454545454544
2792,11017.0,0.55,0.65,0.1,-4.545454545454544
2793,11018.0,0.55,0.65,0.2,-4.545454545454544
2794,11019.0,0.55,0.65,0.3,-4.545454545454544
2795,11020.0,0.55,0.65,0.4,-4.545454545454544
2796,11021.0,0.55,0.65,0.5,-4.545454545454544
2797,11022.0,0.55,0.65,0.6,-4.545454545454544
2798,11023.0,0.55,0.65,0.7,-4.545454545454544
2799,11024.0,0.55,0.65,0.8,-4.545454545454544
2800,11025.0,0.55,0.65,0.9,-4.545454545454544
2801,11156.0,0.6,0.55,0.0,-7.017543859649122
2802,11157.0,0.6,0.55,0.1,-7.017543859649122
2803,11158.0,0.6,0.55,0.2,-7.017543859649122
2804,11159.0,0.6,0.55,0.3,-7.017543859649122
2805,11160.0,0.6,0.55,0.4,-7.017543859649122
2806,11161.0,0.6,0.55,0.5,-7.017543859649122
2807,11162.0,0.6,0.55,0.6,-7.017543859649122
2808,11163.0,0.6,0.55,0.7,-7.017543859649122
2809,11164.0,0.6,0.55,0.8,-7.017543859649122
2810,11165.0,0.6,0.55,0.9,-7.017543859649122
2811,12732.0,0.35,0.25,0.8,2.7777777777777772
2812,12733.0,0.35,0.25,0.9,2.7777777777777772
2813,12088.0,0.5,0.55,0.0,-19.04761904761903
2814,12089.0,0.5,0.55,0.1,-19.04761904761903
2815,12090.0,0.5,0.55,0.2,-19.04761904761903
2816,12091.0,0.5,0.55,0.3,-19.04761904761903
2817,12092.0,0.5,0.55,0.4,-19.04761904761903
2818,12093.0,0.5,0.55,0.5,-19.04761904761903
2819,12094.0,0.5,0.55,0.6,-19.04761904761903
2820,12095.0,0.5,0.55,0.7,-19.04761904761903
2821,12113.0,0.5,0.55,0.8,-19.04761904761903
2822,12114.0,0.5,0.55,0.9,-19.04761904761903
2823,12215.0,0.6,0.7,0.0,-3.030303030303031
2824,12216.0,0.6,0.7,0.1,-3.030303030303031
2825,12217.0,0.6,0.7,0.2,-3.030303030303031
2826,12218.0,0.6,0.7,0.3,-3.030303030303031
2827,12219.0,0.6,0.7,0.4,-3.030303030303031
2828,12220.0,0.6,0.7,0.5,-3.030303030303031
2829,12221.0,0.6,0.7,0.6,-3.030303030303031
2830,12222.0,0.6,0.7,0.7,-3.030303030303031
