,ID,min,max,mag_avg,ray_avg,min_mag,max_mag,const,k,g,s,macro_m
4027,50321,256,58292,-0.871255,456.076,0.4890441066839737,111.3568713547742,0.0019103285417342,1.65,1.25,0.99,-0.8771929824561403
4028,49900,217,629,-0.648099,453.091,0.3103956666541599,0.8997183148639014,0.0014303947772081,0.8,1.25,0.99,-0.6568144499178982
4029,44311,32,97665,-0.850843,468.832,0.0580740563784042,177.24383488115149,0.0018148142618251,0.65,1.15,0.4,-0.8333333333333335
4030,49989,164,236642,-2.03413,457.68,0.7288876944590107,1051.740498732739,0.0044444371613354,1.0,0.7,0.99,-2.0408163265306127
4031,9152,75,11252,21.061,507.722,3.1111021385718955,466.7482835094796,0.0414813618476252,1.25,0.1,0.1,19.047619047619047
4032,10193,37,186793,-1.05528,454.284,0.0859492299970943,433.9112032120876,0.0023229521620836,0.75,1.0,0.5,-1.0666666666666669
4033,7959,140,63459,3.12555,448.5,0.9756454849498328,442.239191638796,0.0069688963210702,0.25,0.5,0.3,3.2
4034,9652,45,72675,-0.454753,452.607,0.045213363911738,73.01958271745686,0.0010047414202608,0.15,1.7,0.3,-0.4613610149942331
4035,47071,49,70992,-1.17618,518.479,0.1111574817880762,161.0467744305941,0.0022685200364913,1.2,1.0,0.1,-1.0416666666666667
4036,37127,119,47174,3.9554,490.389,0.959835151277863,380.4980119864026,0.008065841607377,0.4,0.3,0.3,3.7037037037037033
4037,31466,14,134833,-2.54258,481.599,0.0739123627748396,711.8446864299967,0.0052794544839171,0.3,0.95,0.4,-2.424242424242424
4038,45283,54,179171,-0.484281,396.382,0.0659746759439127,218.9027530286441,0.0012217532582206,1.2,1.35,0.3,-0.5610098176718092
4039,50316,163,31892,-7.1057,456.796,2.5355500048161543,496.0966917398577,0.0155555215019395,1.65,0.75,0.99,-7.142857142857136
4040,48010,60,12260,12.4275,456.521,1.6333312158695876,333.7440117760191,0.0272221869311597,1.3,0.1,0.0,12.499999999999998
4041,9140,104,43335,3.6544,440.486,0.8628142551636148,359.51976680303125,0.0082962909150347,0.35,0.4,0.1,3.809523809523809
4042,43216,137,29097,-14.9073,462.051,4.42007505664959,938.7658680535264,0.0322633215813838,1.65,0.7,0.99,-14.814814814814802
4043,49158,63,166174,-10.0294,460.534,1.3719990272162317,3618.897878549684,0.0217777623367655,1.15,0.35,0.8,-10.0
4044,9211,11,33137,-4.19316,476.544,0.0967901390008058,291.57589418815473,0.0087991035455278,1.05,0.5,0.1,-4.040404040404041
4045,12681,63,149560,-0.520181,468.163,0.0699999850479427,166.17774228206844,0.0011111108737768,1.0,1.4,0.7,-0.5102040816326532
4046,47035,49,115833,-1.56213,430.384,0.1778513374103126,420.4296727805866,0.0036296191308227,1.2,0.8,0.5,-1.6666666666666663
4047,46014,74,234844,-0.652923,479.699,0.1007221236650482,319.64846499992706,0.0013611097792574,1.6,1.4,0.4,-0.6250000000000001
4048,48033,43,14077,20.1322,462.218,1.8728924446906008,613.1327196258043,0.0435556382486186,1.3,0.2,0.3,19.999999999999996
4049,43145,203,74086,-1.74663,463.17,0.7655199818641103,279.38085407085947,0.0037710343934192,1.25,0.8,0.99,-1.7316017316017311
4050,49288,153,56810,10.4158,430.448,3.702229769914136,1374.664530907334,0.0241975801955172,0.7,0.0,0.8,11.111111111111107
4051,10419,123,107673,-0.351827,456.792,0.0947361621919823,82.93111212762045,0.0007702127007478,0.75,1.7,0.9,-0.3536693191865606
4052,48857,22,106545,-6.16783,460.227,0.2948376779285005,1427.885472495095,0.0134017126331136,0.8,0.45,0.7,-6.153846153846152
4053,45860,4,153257,-0.528876,522.738,0.0040469680796115,155.05654674425813,0.0010117420199028,1.5,1.55,0.0,-0.4645760743321718
4054,46798,66,175449,-0.926533,467.994,0.1306665854690444,347.3533599084604,0.0019797967495309,1.05,1.05,0.8,-0.9090909090909092
4055,48524,59,33819,9.05904,457.574,1.1680807038861474,669.547819063146,0.0197979780319686,1.6,0.5,0.4,9.090909090909085
4056,8289,81,23807,18.9513,456.863,3.3599904128808853,987.5468118451264,0.0414813631219862,0.45,0.5,0.9,19.04761904761903
4057,47737,38,191138,-3.5402,455.169,0.2955552772706401,1486.627489130411,0.0077777704544905,1.6,0.8,0.7,-3.571428571428571
4058,7499,40,113297,-3.04996,472.666,0.2581069930987208,731.0686999276444,0.006452674827468,0.85,0.6,0.8,-2.9629629629629632
4059,43618,34,99729,-0.654736,462.992,0.0480807962124615,141.03087427860524,0.0014141410650723,0.25,1.45,0.1,-0.6493506493506493
4060,10629,178,150042,-0.56885,477.355,0.2121173969058667,178.800665542416,0.001191670769134,1.65,1.5,0.9,-0.5471956224350205
4061,48575,17,105855,4.4044,444.934,0.1682829363456152,1047.8582486391238,0.0098989962556244,1.65,0.45,0.5,4.5454545454545485
4062,34038,39,13053,14.4054,446.495,1.2582685136451697,421.1327925284717,0.032263295221671,0.3,0.65,0.4,14.814814814814838
4063,44125,72,140276,-0.369405,447.81,0.0593938500703423,115.71571822871309,0.0008249145843103,0.5,1.7,0.8,-0.3787878787878788
4064,9081,103,10297,-16.8939,446.053,3.9010424770150633,389.9906251050883,0.0378741988059714,1.55,0.6,0.1,-17.391304347826104
4065,42570,11,58170,-4.85566,451.502,0.118299055153687,625.5869125718158,0.010754459559426,0.4,0.75,0.9,-4.938271604938271
4066,43390,45,74170,-0.540355,474.534,0.0512417972157948,84.4578688776779,0.0011387066047954,0.1,1.65,0.3,-0.5228758169934642
4067,45385,82,264428,-0.570123,460.753,0.1014645287171217,327.19588292208624,0.0012373723014283,1.25,1.35,0.5,-0.5681818181818181
4068,10161,58,144915,-1.1816,427.276,0.1603946863385727,400.751654668177,0.0027654256265271,1.65,1.1,0.5,-1.269841269841269
4069,48568,20,146063,3.77215,519.633,0.1451851595260501,1060.3089977926727,0.0072592579763025,1.65,0.35,0.8,3.333333333333335
4070,45011,55,149393,-0.717448,513.927,0.0767806322687852,208.5543453914661,0.001396011495796,1.05,1.25,0.1,-0.641025641025641
4071,41673,247,43676,1.43557,435.066,0.8150160895128556,144.11596245167402,0.0032996602814285,0.15,0.25,0.2,1.5151515151515154
4072,10027,55,221265,-0.50279,451.934,0.0611891338115742,246.16388532396323,0.0011125297056649,1.05,1.4,0.6,-0.5108556832694764
4073,43181,232,49584,-2.27698,457.428,1.1548470141749083,246.81868254676144,0.0049777888542021,1.45,0.8,0.99,-2.2857142857142847
4074,47293,78,51462,-3.12572,430.584,0.5662220612006019,373.5758937628895,0.0072592571948795,1.35,0.65,0.3,-3.333333333333333
4075,41586,314,47071,1.29457,463.668,0.876694056954545,131.42313998378148,0.0027920192896641,0.05,0.35,0.5,1.282051282051282
4076,42406,230,77804,2.13387,480.12,1.0222238190452386,345.7960957260685,0.0044444513871532,0.3,0.0,0.5,2.0408163265306127
4077,45240,54,73226,-0.722242,425.331,0.0916958039738462,124.34290632942344,0.0016980704439601,1.2,1.15,0.0,-0.7797270955165694
4078,44813,84,133370,-0.371924,463.244,0.0674409512049805,107.0785674072411,0.0008028684667259,0.9,1.65,0.6,-0.3686635944700461
4079,43751,42,124442,-0.430698,441.52,0.0409705472005798,121.39182939844176,0.0009754892190614,0.3,1.65,0.4,-0.4479283314669653
4080,42709,16,90038,-4.06746,448.251,0.1451850860343869,817.0109235227585,0.0090740678771491,0.5,0.7,0.8,-4.166666666666668
4081,49734,241,26834,11.0314,455.889,5.8316112036043855,649.3172408195854,0.0241975568614289,0.5,0.4,0.99,11.111111111111114
4082,49891,156,707,-1.66182,457.849,0.5662214398196785,2.566144602259697,0.0036296246142287,0.8,0.8,0.99,-1.6666666666666663
4083,41800,261,37052,2.74674,454.054,1.5788851986768095,224.1412045263339,0.0060493685773057,0.25,0.45,0.9,2.7777777777777777
4084,46374,43,107832,-1.04521,460.747,0.0975460068106791,244.61816293974783,0.0022685117862948,0.8,1.0,0.4,-1.0416666666666667
4085,43160,236,35752,-7.89684,462.328,4.031021785399111,610.6656392863941,0.0170806007855894,1.35,0.5,0.99,-7.843137254901964
4086,38512,9,23237,-14.1271,470.305,0.27034350049436,697.996880109716,0.0300381667215955,0.3,0.75,0.4,-13.79310344827585
4087,46567,68,141406,-0.815289,449.241,0.1234073737704261,256.62563375560114,0.0018148143201533,0.9,1.1,0.7,-0.8333333333333333
4088,10339,71,86593,-0.555093,496.398,0.0793951687960064,96.83191340214908,0.0011182418140282,0.45,1.5,0.7,-0.5134788189987163
4089,46560,48,123488,-0.903712,497.964,0.0871110682699954,224.10774163594155,0.0018148139222915,0.9,1.1,0.0,-0.8333333333333333
4090,23523,138,38347,7.09496,456.105,2.146664649587266,596.5083283892964,0.0155555409390381,0.25,0.65,0.8,7.142857142857145
4091,49541,263,30670,4.05458,460.796,2.314157544770353,269.8677258483146,0.0087990781169975,0.1,0.75,0.99,4.04040404040404
4092,43813,47,80711,-0.475567,432.378,0.0516946953822812,88.77299061700641,0.0010998871357932,0.35,1.55,0.6,-0.505050505050505
4093,43970,31,110287,-0.692496,483.334,0.0444151994273111,158.01351933031816,0.0014327483686229,0.45,1.35,0.3,-0.6578947368421052
4094,33268,15,93655,-1.05695,425.879,0.0372271231969644,232.43374820078003,0.0024818082131309,0.65,1.0,0.0,-1.1396011396011396
4095,42901,32,127189,-1.06507,460.94,0.0739407298129908,293.8889838807653,0.0023106478066559,0.6,1.05,0.0,-1.0610079575596818
