5303	0.050	0.000	10
3267	0.050	0.000	100
2396	0.050	0.000	110
2296	0.050	0.000	123
5473	0.050	0.000	130
5643	0.050	0.000	140
5813	0.050	0.000	150
5133	0.050	0.000	20
4963	0.050	0.000	30
4793	0.050	0.000	40
4623	0.050	0.000	50
4453	0.050	0.000	60
4273	0.050	0.000	70
4107	0.050	0.000	80
3433	0.050	0.000	90
5304	0.050	0.100	10
3268	0.050	0.100	100
2397	0.050	0.100	110
2295	0.050	0.100	123
5474	0.050	0.100	130
5644	0.050	0.100	140
5814	0.050	0.100	150
5134	0.050	0.100	20
4964	0.050	0.100	30
4794	0.050	0.100	40
4624	0.050	0.100	50
4454	0.050	0.100	60
4274	0.050	0.100	70
4108	0.050	0.100	80
3434	0.050	0.100	90
5305	0.050	0.200	10
3269	0.050	0.200	100
2398	0.050	0.200	110
2294	0.050	0.200	123
5475	0.050	0.200	130
5645	0.050	0.200	140
5815	0.050	0.200	150
5135	0.050	0.200	20
4965	0.050	0.200	30
4795	0.050	0.200	40
4625	0.050	0.200	50
4455	0.050	0.200	60
4275	0.050	0.200	70
4109	0.050	0.200	80
3435	0.050	0.200	90
5306	0.050	0.300	10
3270	0.050	0.300	100
2399	0.050	0.300	110
2293	0.050	0.300	123
5476	0.050	0.300	130
5646	0.050	0.300	140
5816	0.050	0.300	150
5136	0.050	0.300	20
4966	0.050	0.300	30
4796	0.050	0.300	40
4626	0.050	0.300	50
4456	0.050	0.300	60
4276	0.050	0.300	70
4110	0.050	0.300	80
3436	0.050	0.300	90
5307	0.050	0.400	10
3271	0.050	0.400	100
2400	0.050	0.400	110
2292	0.050	0.400	123
5477	0.050	0.400	130
5647	0.050	0.400	140
5817	0.050	0.400	150
5137	0.050	0.400	20
4967	0.050	0.400	30
4797	0.050	0.400	40
4627	0.050	0.400	50
4457	0.050	0.400	60
4277	0.050	0.400	70
4111	0.050	0.400	80
3437	0.050	0.400	90
5308	0.050	0.500	10
3272	0.050	0.500	100
2401	0.050	0.500	110
2291	0.050	0.500	123
5478	0.050	0.500	130
5648	0.050	0.500	140
5818	0.050	0.500	150
5138	0.050	0.500	20
4968	0.050	0.500	30
4798	0.050	0.500	40
4628	0.050	0.500	50
4458	0.050	0.500	60
4278	0.050	0.500	70
4112	0.050	0.500	80
3438	0.050	0.500	90
5309	0.050	0.600	10
3273	0.050	0.600	100
2402	0.050	0.600	110
2290	0.050	0.600	123
5479	0.050	0.600	130
5649	0.050	0.600	140
5819	0.050	0.600	150
5139	0.050	0.600	20
4969	0.050	0.600	30
4799	0.050	0.600	40
4629	0.050	0.600	50
4459	0.050	0.600	60
4279	0.050	0.600	70
4113	0.050	0.600	80
3439	0.050	0.600	90
5310	0.050	0.700	10
3274	0.050	0.700	100
2403	0.050	0.700	110
2289	0.050	0.700	123
5480	0.050	0.700	130
5650	0.050	0.700	140
5820	0.050	0.700	150
5140	0.050	0.700	20
4970	0.050	0.700	30
4800	0.050	0.700	40
4630	0.050	0.700	50
4460	0.050	0.700	60
4280	0.050	0.700	70
4114	0.050	0.700	80
3440	0.050	0.700	90
5311	0.050	0.800	10
3275	0.050	0.800	100
2404	0.050	0.800	110
2288	0.050	0.800	123
5481	0.050	0.800	130
5651	0.050	0.800	140
5821	0.050	0.800	150
5141	0.050	0.800	20
4971	0.050	0.800	30
4801	0.050	0.800	40
4631	0.050	0.800	50
4461	0.050	0.800	60
4281	0.050	0.800	70
4115	0.050	0.800	80
3441	0.050	0.800	90
5312	0.050	0.900	10
3276	0.050	0.900	100
2405	0.050	0.900	110
2287	0.050	0.900	123
5482	0.050	0.900	130
5652	0.050	0.900	140
5822	0.050	0.900	150
5142	0.050	0.900	20
4972	0.050	0.900	30
4802	0.050	0.900	40
4632	0.050	0.900	50
4462	0.050	0.900	60
4282	0.050	0.900	70
4116	0.050	0.900	80
3442	0.050	0.900	90
5313	0.150	0.000	10
3277	0.150	0.000	100
2406	0.150	0.000	110
2286	0.150	0.000	123
5483	0.150	0.000	130
5653	0.150	0.000	140
5823	0.150	0.000	150
5143	0.150	0.000	20
4973	0.150	0.000	30
4803	0.150	0.000	40
4633	0.150	0.000	50
4463	0.150	0.000	60
4283	0.150	0.000	70
4117	0.150	0.000	80
3443	0.150	0.000	90
5314	0.150	0.100	10
3278	0.150	0.100	100
2407	0.150	0.100	110
2285	0.150	0.100	123
5484	0.150	0.100	130
5654	0.150	0.100	140
5824	0.150	0.100	150
5144	0.150	0.100	20
4974	0.150	0.100	30
4804	0.150	0.100	40
4634	0.150	0.100	50
4464	0.150	0.100	60
4284	0.150	0.100	70
4118	0.150	0.100	80
3444	0.150	0.100	90
5315	0.150	0.200	10
3279	0.150	0.200	100
2408	0.150	0.200	110
2284	0.150	0.200	123
5485	0.150	0.200	130
5655	0.150	0.200	140
5825	0.150	0.200	150
5145	0.150	0.200	20
4975	0.150	0.200	30
4805	0.150	0.200	40
4635	0.150	0.200	50
4465	0.150	0.200	60
4285	0.150	0.200	70
4119	0.150	0.200	80
3445	0.150	0.200	90
5316	0.150	0.300	10
3280	0.150	0.300	100
2409	0.150	0.300	110
2283	0.150	0.300	123
5486	0.150	0.300	130
5656	0.150	0.300	140
5826	0.150	0.300	150
5146	0.150	0.300	20
4976	0.150	0.300	30
4806	0.150	0.300	40
4636	0.150	0.300	50
4466	0.150	0.300	60
4286	0.150	0.300	70
4120	0.150	0.300	80
3446	0.150	0.300	90
5317	0.150	0.400	10
3281	0.150	0.400	100
2410	0.150	0.400	110
2282	0.150	0.400	123
5487	0.150	0.400	130
5657	0.150	0.400	140
5827	0.150	0.400	150
5147	0.150	0.400	20
4977	0.150	0.400	30
4807	0.150	0.400	40
4637	0.150	0.400	50
4467	0.150	0.400	60
4287	0.150	0.400	70
4121	0.150	0.400	80
3447	0.150	0.400	90
5318	0.150	0.500	10
3282	0.150	0.500	100
2411	0.150	0.500	110
2281	0.150	0.500	123
5488	0.150	0.500	130
5658	0.150	0.500	140
5828	0.150	0.500	150
5148	0.150	0.500	20
4978	0.150	0.500	30
4808	0.150	0.500	40
4638	0.150	0.500	50
4468	0.150	0.500	60
4288	0.150	0.500	70
4122	0.150	0.500	80
3448	0.150	0.500	90
5319	0.150	0.600	10
3283	0.150	0.600	100
2412	0.150	0.600	110
2280	0.150	0.600	123
5489	0.150	0.600	130
5659	0.150	0.600	140
5829	0.150	0.600	150
5149	0.150	0.600	20
4979	0.150	0.600	30
4809	0.150	0.600	40
4639	0.150	0.600	50
4469	0.150	0.600	60
4289	0.150	0.600	70
4123	0.150	0.600	80
3449	0.150	0.600	90
5320	0.150	0.700	10
3284	0.150	0.700	100
2413	0.150	0.700	110
2279	0.150	0.700	123
5490	0.150	0.700	130
5660	0.150	0.700	140
5830	0.150	0.700	150
5150	0.150	0.700	20
4980	0.150	0.700	30
4810	0.150	0.700	40
4640	0.150	0.700	50
4470	0.150	0.700	60
4290	0.150	0.700	70
4124	0.150	0.700	80
3450	0.150	0.700	90
5321	0.150	0.800	10
3285	0.150	0.800	100
2414	0.150	0.800	110
2278	0.150	0.800	123
5491	0.150	0.800	130
5661	0.150	0.800	140
5831	0.150	0.800	150
5151	0.150	0.800	20
4981	0.150	0.800	30
4811	0.150	0.800	40
4641	0.150	0.800	50
4471	0.150	0.800	60
4291	0.150	0.800	70
4125	0.150	0.800	80
3451	0.150	0.800	90
5322	0.150	0.900	10
3286	0.150	0.900	100
2415	0.150	0.900	110
2277	0.150	0.900	123
5492	0.150	0.900	130
5662	0.150	0.900	140
5832	0.150	0.900	150
5152	0.150	0.900	20
4982	0.150	0.900	30
4812	0.150	0.900	40
4642	0.150	0.900	50
4472	0.150	0.900	60
4292	0.150	0.900	70
4126	0.150	0.900	80
3452	0.150	0.900	90
5323	0.250	0.000	10
3287	0.250	0.000	100
2416	0.250	0.000	110
2276	0.250	0.000	123
5493	0.250	0.000	130
5663	0.250	0.000	140
5833	0.250	0.000	150
5153	0.250	0.000	20
4983	0.250	0.000	30
4813	0.250	0.000	40
4643	0.250	0.000	50
4473	0.250	0.000	60
4293	0.250	0.000	70
4127	0.250	0.000	80
3453	0.250	0.000	90
5324	0.250	0.100	10
3288	0.250	0.100	100
2417	0.250	0.100	110
2275	0.250	0.100	123
5494	0.250	0.100	130
5664	0.250	0.100	140
5834	0.250	0.100	150
5154	0.250	0.100	20
4984	0.250	0.100	30
4814	0.250	0.100	40
4644	0.250	0.100	50
4474	0.250	0.100	60
4294	0.250	0.100	70
4128	0.250	0.100	80
3454	0.250	0.100	90
5325	0.250	0.200	10
3289	0.250	0.200	100
2418	0.250	0.200	110
2274	0.250	0.200	123
5495	0.250	0.200	130
5665	0.250	0.200	140
5835	0.250	0.200	150
5155	0.250	0.200	20
4985	0.250	0.200	30
4815	0.250	0.200	40
4645	0.250	0.200	50
4475	0.250	0.200	60
4295	0.250	0.200	70
4129	0.250	0.200	80
3455	0.250	0.200	90
5326	0.250	0.300	10
3290	0.250	0.300	100
2419	0.250	0.300	110
2273	0.250	0.300	123
5496	0.250	0.300	130
5666	0.250	0.300	140
5836	0.250	0.300	150
5156	0.250	0.300	20
4986	0.250	0.300	30
4816	0.250	0.300	40
4646	0.250	0.300	50
